task,truth
24,0
58,0
96,0
104,0
120,0
154,0
155,0
156,0
183,0
185,0
228,1
233,1
250,0
262,0
287,0
292,0
306,1
321,1
331,0
349,1
365,0
390,0
442,0
454,0
455,0
478,0
504,0
528,0
547,1
550,0
567,0
583,0
607,0
624,0
626,0
675,0
707,0
714,0
718,0
788,0
792,0
802,0
813,0
821,1
823,0
841,0
845,0
851,0
852,0
932,0
935,0
950,0
958,0
997,0
1004,1
1027,0
1106,1
1111,0
1141,0
1162,0
1168,0
1191,0
1197,0
1233,0
1241,0
1280,0
1294,1
1324,0
1330,1
1336,0
1337,1
1408,0
1445,0
1451,0
1459,0
1493,0
1498,0
1520,0
1532,0
1567,0
1570,0
1576,0
1630,0
1643,0
1653,0
1655,1
1677,0
1684,0
1703,0
1707,0
1713,1
1732,0
1765,0
1851,0
1854,0
1874,0
1879,1
1956,0
1965,0
1989,0
