task,truth
146,0
182,0
185,0
587,0
615,0
726,0
880,0
893,0
945,1
950,0
1035,0
1118,0
1119,1
1161,0
1179,0
1209,1
1499,0
1597,0
1718,0
1746,0
1794,0
1829,0
1904,0
1915,0
1940,0
1946,0
2125,0
2288,0
2395,1
2406,0
2434,0
2628,1
2695,0
2756,0
2763,0
2877,0
2964,0
3056,0
3131,0
3210,1
3300,1
3301,0
3520,0
3552,1
3609,0
3634,0
3771,0
3818,0
3940,0
3963,0
4013,0
4155,0
4225,0
4477,0
4570,0
4571,0
4757,0
4770,1
4913,0
4933,0
4975,0
5019,0
5052,1
5099,0
5308,0
5352,0
5403,0
5497,0
5512,0
5584,0
5585,0
5676,0
5886,0
5907,0
5930,0
5931,0
6010,0
6024,0
6109,0
6116,0
6185,0
6193,0
6561,0
6705,1
6771,0
6884,1
6908,0
6923,0
7203,0
7283,0
7353,0
7425,0
7595,0
7628,0
7638,1
7693,0
7722,0
7750,1
7975,0
7984,0
