task,truth
19,0
112,0
169,0
215,0
287,0
339,0
391,0
465,0
468,0
589,1
660,0
718,0
790,0
818,0
881,0
882,0
957,0
1036,0
1213,0
1273,0
1291,0
1300,1
1330,1
1367,0
1376,0
1444,1
1491,1
1764,0
1775,0
1840,0
1936,0
2015,0
2042,0
2228,0
2229,0
2523,0
2573,0
2639,0
2644,0
2777,0
2779,0
2856,0
3002,0
3031,0
3110,0
3159,0
3264,1
3669,1
3810,0
3891,0
3916,0
3978,0
3994,0
4083,0
4098,1
4284,0
4324,0
4428,0
4532,0
4670,1
4835,0
4899,1
4952,0
4964,0
4968,0
5011,0
5299,1
5314,0
5372,1
5377,0
5423,0
5438,0
5481,0
5529,0
5533,0
5875,0
6002,1
6077,0
6298,0
6314,1
6359,0
6427,0
6446,0
6499,0
6504,0
6567,0
6747,0
6770,0
6844,1
7055,0
7218,0
7223,0
7274,1
7405,1
7469,1
7623,0
7652,0
7702,1
7924,0
7940,0
