task,truth
1,1
49,0
164,0
235,0
274,0
797,0
804,0
887,1
902,0
904,0
905,0
916,1
1253,1
1323,0
1546,1
1605,0
1646,0
1745,0
1853,0
1872,0
1885,0
1958,0
2002,0
2060,0
2112,0
2292,0
2414,0
2421,0
2529,0
2593,0
2611,0
2912,0
2967,0
2978,0
3014,0
3064,0
3109,1
3191,0
3235,0
3326,0
3407,0
3528,0
3542,0
3620,0
3673,0
3766,1
3822,0
4024,1
4109,1
4151,0
4159,0
4188,0
4362,0
4384,0
4399,0
4445,0
4474,0
4492,0
4608,0
4647,0
4683,0
4873,0
5007,0
5057,0
5113,1
5214,0
5307,0
5349,0
5391,0
5462,0
5463,0
5563,1
5601,0
5632,0
5799,0
5804,0
6037,1
6055,0
6078,0
6095,0
6231,0
6244,0
6257,0
6497,1
6537,0
6734,0
6764,1
6798,0
6915,0
6981,0
7267,0
7295,0
7323,0
7531,0
7579,0
7603,0
7613,0
7625,0
7714,0
7789,0
