task,truth
1,1
12,0
18,0
68,0
75,0
130,0
134,1
171,0
220,0
231,0
232,0
243,0
260,0
278,0
280,0
304,0
316,1
352,0
355,0
369,0
374,0
398,0
415,0
422,0
438,0
443,0
448,0
514,1
518,0
544,0
548,0
555,0
569,1
591,0
593,0
621,0
639,0
644,0
672,0
686,0
690,0
711,0
727,0
739,0
799,0
846,0
874,1
912,1
914,0
993,0
999,0
1076,0
1077,0
1097,0
1100,0
1114,0
1115,1
1116,0
1129,0
1143,1
1145,0
1149,0
1185,0
1201,0
1286,1
1289,1
1334,0
1369,0
1377,0
1390,0
1435,0
1446,0
1460,0
1465,0
1483,0
1485,0
1488,0
1501,0
1595,0
1615,0
1618,0
1628,0
1648,0
1671,0
1708,0
1709,0
1742,0
1754,1
1782,0
1785,0
1793,0
1794,0
1820,1
1864,0
1876,0
1902,0
1906,0
1946,0
1990,0
1997,0
