task,truth
200,0
285,0
296,0
303,0
573,0
678,1
683,0
728,0
743,0
866,0
969,0
991,0
1014,0
1022,0
1163,0
1176,0
1314,0
1328,0
1561,0
1643,0
1789,1
1804,0
1866,0
1876,0
1961,0
2129,0
2255,0
2271,0
2276,0
2338,0
2383,0
2437,0
2545,0
2673,0
2688,0
2708,0
2791,0
3010,0
3068,0
3074,0
3084,1
3137,0
3367,0
3424,0
3617,0
3655,0
3895,0
4006,0
4208,0
4222,0
4247,0
4272,0
4289,0
4537,1
4619,0
4622,0
4699,0
4922,0
5038,0
5070,0
5210,0
5247,0
5301,0
5326,0
5342,0
5373,0
5374,0
5470,1
5639,0
5713,0
5757,0
5774,0
5851,0
6071,0
6104,0
6152,0
6228,0
6352,0
6355,0
6400,0
6586,0
6598,0
6790,0
6860,0
6887,0
6913,0
6916,1
6934,0
7229,1
7242,0
7251,0
7401,1
7479,0
7496,0
7536,0
7538,0
7555,0
7671,0
7878,1
7928,0
