task,truth
66,0
79,0
121,0
194,0
214,1
263,0
265,0
374,0
424,0
434,0
489,0
709,0
877,0
1003,0
1055,0
1145,0
1147,0
1164,0
1421,0
1496,1
1579,0
1690,0
1714,0
1761,0
1883,0
1895,0
2024,0
2216,0
2222,0
2302,0
2433,1
2440,0
2444,0
2530,0
2541,0
2666,0
2726,0
2795,0
2909,0
2977,0
3091,0
3143,0
3152,0
3410,0
3441,0
3547,0
3776,1
3887,0
3893,0
4042,0
4093,0
4315,0
4317,0
4409,0
4443,0
4525,0
4715,0
4738,0
4891,0
4923,0
4953,0
5002,0
5024,0
5050,0
5132,0
5139,0
5167,0
5241,0
5315,1
5397,1
5467,1
5517,0
5728,1
5736,0
5843,0
5877,0
5968,0
6012,0
6121,1
6127,0
6200,0
6295,1
6507,0
6518,1
6532,1
6536,0
6560,0
6582,0
6894,0
6904,0
6910,0
6927,0
7049,0
7050,0
7147,0
7194,0
7414,0
7500,0
7818,0
7844,0
