task,truth
3,0
14,0
62,0
142,0
150,0
165,0
203,0
219,0
245,0
263,0
270,0
292,0
306,1
309,0
319,0
380,0
390,0
391,0
393,0
463,0
473,0
479,0
485,1
495,0
501,0
508,0
582,0
660,0
696,0
708,0
722,0
723,0
732,0
734,0
752,0
777,0
779,0
781,0
783,0
835,0
882,0
916,1
939,0
944,0
954,0
973,0
1028,0
1042,0
1048,0
1054,0
1117,0
1142,0
1157,0
1160,0
1195,0
1219,0
1241,0
1269,0
1277,0
1298,0
1300,1
1307,0
1336,0
1344,0
1353,1
1377,0
1389,0
1401,0
1403,0
1410,0
1412,1
1422,0
1427,0
1525,0
1532,0
1560,0
1596,1
1599,0
1627,0
1632,1
1657,0
1658,0
1706,0
1708,0
1742,0
1749,0
1762,0
1768,0
1776,0
1833,0
1876,0
1883,0
1887,1
1896,1
1898,1
1937,0
1961,0
1971,0
1986,0
1988,0
