task,truth
47,0
48,0
54,0
75,0
76,1
158,0
168,1
184,0
197,0
199,0
204,0
235,0
236,0
250,0
266,0
267,0
272,0
286,1
352,0
392,0
415,0
422,0
436,0
465,0
497,0
504,0
516,0
567,0
600,0
611,0
620,0
636,0
673,0
677,0
715,0
748,1
763,1
778,0
820,0
858,0
870,0
907,0
914,0
932,0
937,0
967,0
977,0
1040,1
1049,0
1056,0
1069,0
1098,0
1129,0
1145,0
1147,0
1175,1
1202,0
1214,0
1223,0
1235,0
1237,0
1238,0
1254,0
1261,1
1274,0
1275,0
1289,1
1305,0
1329,1
1331,0
1340,1
1341,1
1350,0
1375,0
1481,1
1545,0
1555,0
1581,0
1615,0
1617,0
1640,0
1651,0
1656,0
1704,0
1721,0
1738,0
1747,0
1766,0
1782,0
1819,0
1826,1
1850,0
1859,0
1872,0
1911,0
1930,0
1954,0
1958,0
1976,1
1992,0
