task,truth
19,0
45,0
55,0
123,1
127,0
135,1
174,0
187,0
208,0
223,0
242,0
244,0
305,0
317,0
360,0
384,0
417,0
418,0
433,0
464,0
466,0
482,1
551,0
569,1
579,0
585,0
618,0
630,0
674,0
688,1
701,0
753,0
759,0
769,0
774,0
780,0
792,0
798,0
815,1
828,0
841,0
844,0
888,0
895,0
924,0
959,0
963,0
981,0
1004,1
1095,0
1106,1
1114,0
1132,0
1176,0
1208,0
1211,0
1212,0
1232,0
1294,1
1333,0
1357,0
1363,0
1380,0
1381,0
1387,0
1388,0
1409,0
1430,0
1486,0
1504,0
1535,0
1536,0
1602,1
1637,0
1639,0
1662,1
1719,1
1725,0
1732,0
1754,1
1757,0
1779,0
1794,0
1831,0
1834,0
1854,0
1858,0
1867,0
1874,0
1890,0
1910,0
1918,0
1931,0
1950,0
1953,1
1956,0
1979,0
1984,0
1985,0
1995,1
