task,truth
1,1
23,1
64,0
87,0
89,0
109,0
114,0
143,0
164,0
171,0
214,1
218,0
289,0
343,0
346,0
367,0
401,0
419,0
428,0
431,0
458,0
469,1
489,0
491,0
528,0
543,0
570,0
591,0
640,0
646,0
648,0
668,0
669,0
679,0
681,0
694,0
710,0
766,0
788,0
799,0
804,0
806,0
818,0
873,0
976,0
1002,0
1026,0
1032,1
1085,1
1090,1
1100,0
1101,0
1138,0
1148,0
1180,0
1222,0
1228,0
1236,0
1249,0
1252,0
1263,1
1322,0
1356,1
1373,0
1382,0
1386,0
1406,0
1417,0
1418,0
1426,1
1429,0
1452,1
1488,0
1489,1
1521,0
1526,0
1533,1
1556,0
1568,0
1570,0
1572,0
1594,0
1604,0
1614,0
1634,1
1663,0
1665,0
1671,0
1683,0
1693,0
1712,0
1758,0
1769,0
1835,0
1856,0
1878,0
1891,0
1892,0
1964,0
1969,0
