worker,task,answer
A3HB574VTU7ZFQ,1614,0
AMB0MI0ETV2QN,975,0
A1WCS9A1G451ET,979,0
A2AU1R4ZU1ZJ1A,214,1
A3HB574VTU7ZFQ,1799,0
A1WCS9A1G451ET,1499,0
A2FEWUJ2HG2POI,1478,1
A3M34FQ1OVNWPG,31,0
A11SLRXUNTJBJN,1738,0
A2AU1R4ZU1ZJ1A,1557,1
A3OJ1IOB618GL1,1557,0
A2AU1R4ZU1ZJ1A,23,1
A3VMZUUOJH0NN6,757,0
A1KHK2C32M9BER,1583,0
AS52W5HOMKHLU,401,0
AS52W5HOMKHLU,1783,0
A2AU1R4ZU1ZJ1A,1437,1
A2AU1R4ZU1ZJ1A,717,1
AWAFCJJRHVAJJ,401,0
AWAFCJJRHVAJJ,1783,0
A2YTQZXX709TKL,97,0
A3GJG5WDSBJDF9,1180,0
A11SLRXUNTJBJN,1842,0
AS52W5HOMKHLU,1324,0
AS52W5HOMKHLU,997,0
A2AU1R4ZU1ZJ1A,16,1
A3GJG5WDSBJDF9,1268,0
A14ZRGA0JDMF7R,568,0
A3G5VXOKAAQ2X5,1738,0
A2VLOL5DA4M2T1,568,1
A3PT15XRN1X8VE,16,0
AS52W5HOMKHLU,1570,1
A2AU1R4ZU1ZJ1A,1951,1
A2VLOL5DA4M2T1,1884,0
A1PX8UYPRGZCO9,1395,0
A2ZSRG20LC3J0C,73,0
A2YCMDV70RH926,640,0
A2OQ5SUV3W7HFY,45,0
A2ZSRG20LC3J0C,1951,0
A8973OC7HM3Y6,356,1
A2SKWBR49HEXFY,401,0
A2SKWBR49HEXFY,1783,0
A29P6OAGAIY5B7,889,1
AWAFCJJRHVAJJ,514,1
A2T9GONQRQRCDA,1499,0
AS52W5HOMKHLU,757,0
A2AU1R4ZU1ZJ1A,1861,1
A3UNZFWALMO6SQ,1324,0
A2AU1R4ZU1ZJ1A,1701,0
A2YCMDV70RH926,1884,0
A1PX8UYPRGZCO9,14,0
A2YCMDV70RH926,424,0
AWAFCJJRHVAJJ,1290,0
A1K96S33FDRUJW,1583,0
A2AU1R4ZU1ZJ1A,785,0
A11SLRXUNTJBJN,356,0
A2AU1R4ZU1ZJ1A,1324,1
AO7W3AV3GOAEY,1437,0
A1H2V2K8HJB42C,680,0
A26O4OGE3YI0UX,14,0
AWAFCJJRHVAJJ,1478,0
AS52W5HOMKHLU,1799,0
A8973OC7HM3Y6,1437,0
AOCJFXTIP7H3A,1951,0
A3VMZUUOJH0NN6,97,0
A39TIEZ3UT6BAS,1192,0
A2F7FQ1QH5O5DK,1608,1
AWAFCJJRHVAJJ,222,0
AS52W5HOMKHLU,31,0
A2ZSRG20LC3J0C,85,0
A2ZSRG20LC3J0C,1866,0
A3OJ1IOB618GL1,545,0
A2YTQZXX709TKL,1251,0
A8973OC7HM3Y6,757,0
AO7W3AV3GOAEY,222,0
A1PX8UYPRGZCO9,73,0
AS52W5HOMKHLU,45,0
A3HB574VTU7ZFQ,1290,0
A3Q77QSSK08W67,1238,0
AWAFCJJRHVAJJ,1499,0
A32U6TE5GJV6FS,1811,1
A32U6TE5GJV6FS,967,0
AWAFCJJRHVAJJ,214,0
A3HB574VTU7ZFQ,545,0
A1FDET1L71ATI2,1701,0
AS52W5HOMKHLU,785,0
A1K96S33FDRUJW,16,0
A3M2JHNZ7X8BOC,14,0
A2FEWUJ2HG2POI,579,0
A2ZSRG20LC3J0C,1701,0
AWAFCJJRHVAJJ,858,0
AS52W5HOMKHLU,1608,0
AWAFCJJRHVAJJ,1842,0
A2FEWUJ2HG2POI,230,0
A33OU5A8X59KS6,12,0
A2ZSRG20LC3J0C,1192,0
A2FEWUJ2HG2POI,785,0
A1K96S33FDRUJW,579,0
A8973OC7HM3Y6,415,0
A32U6TE5GJV6FS,887,1
A26T0QJQ6I109E,1842,0
AWAFCJJRHVAJJ,1395,0
A2SKWBR49HEXFY,1180,0
AWAFCJJRHVAJJ,997,0
A2AU1R4ZU1ZJ1A,1738,0
AWAFCJJRHVAJJ,640,0
A2ZSRG20LC3J0C,717,0
AWAFCJJRHVAJJ,579,0
A3M34FQ1OVNWPG,1180,0
A2K3372YQK1Y1R,1238,1
AS52W5HOMKHLU,12,0
A1JTWC4ZRQ3W4L,356,1
A2AU1R4ZU1ZJ1A,640,1
A1K96S33FDRUJW,445,0
A8XZA7QSRBFZS,73,1
A26T0QJQ6I109E,424,0
A2AU1R4ZU1ZJ1A,178,0
A2D7UUUB14YFBG,568,1
AS52W5HOMKHLU,975,0
A8XZA7QSRBFZS,1861,1
A33S0VFN7HU7KE,23,1
A33OU5A8X59KS6,628,0
A2D7UUUB14YFBG,1238,1
A2VLOL5DA4M2T1,31,0
A2D7UUUB14YFBG,975,1
A2RD52WSOW2N9V,1811,0
A2RD52WSOW2N9V,967,0
A2D7UUUB14YFBG,1192,1
A2ZSRG20LC3J0C,1583,0
AWAFCJJRHVAJJ,545,0
A2D7UUUB14YFBG,415,1
A2D7UUUB14YFBG,889,0
A1PX8UYPRGZCO9,45,0
A2AU1R4ZU1ZJ1A,887,1
A2D7UUUB14YFBG,23,1
A2D7UUUB14YFBG,1861,1
A2D7UUUB14YFBG,1251,1
A2OMIC9WQE3MHS,717,0
AWAFCJJRHVAJJ,628,0
A119EX2L0DNN1B,1608,0
A3P629ELHV56DR,344,0
A2AU1R4ZU1ZJ1A,453,0
A3OVORVFL0XDTW,1290,0
