worker,task,answer
2.0,3,1
2.0,6,0
2.0,13,0
2.0,16,0
2.0,19,1
2.0,27,1
2.0,30,0
2.0,31,1
2.0,34,1
2.0,37,0
2.0,43,0
3.0,3,0
3.0,4,1
3.0,6,1
3.0,7,0
3.0,8,1
3.0,9,1
3.0,12,1
3.0,21,1
3.0,25,1
3.0,26,0
3.0,27,1
3.0,29,0
3.0,30,0
3.0,35,1
3.0,47,0
3.0,48,0
5.0,5,1
5.0,6,0
5.0,10,0
5.0,15,0
5.0,16,1
5.0,17,0
5.0,19,1
5.0,22,1
5.0,25,1
5.0,30,0
5.0,31,0
5.0,37,1
5.0,38,0
5.0,41,0
5.0,42,1
5.0,44,1
8.0,6,1
8.0,9,0
8.0,16,1
8.0,21,1
8.0,24,0
8.0,26,0
8.0,27,1
8.0,30,0
8.0,31,1
8.0,33,0
8.0,34,0
8.0,40,0
8.0,46,0
8.0,47,0
12.0,1,0
12.0,3,0
12.0,6,1
12.0,7,0
12.0,9,1
12.0,14,0
12.0,19,1
12.0,23,0
12.0,24,1
12.0,25,0
12.0,28,1
12.0,34,1
12.0,38,1
12.0,39,1
12.0,40,1
12.0,42,1
12.0,45,0
12.0,49,0
15.0,0,1
15.0,3,1
15.0,5,1
15.0,7,1
15.0,11,0
15.0,12,0
15.0,19,1
15.0,22,1
15.0,25,1
15.0,26,1
15.0,28,1
15.0,34,1
15.0,40,0
15.0,42,1
15.0,44,0
15.0,45,0
21.0,9,0
21.0,13,0
21.0,14,0
21.0,15,0
21.0,17,1
21.0,19,0
21.0,27,0
21.0,28,1
21.0,29,1
21.0,33,1
21.0,34,1
21.0,36,0
21.0,37,1
21.0,39,1
21.0,41,0
21.0,43,0
21.0,47,0
21.0,48,0
21.0,49,0
22.0,4,0
22.0,7,0
22.0,13,0
22.0,15,0
22.0,22,0
22.0,23,0
22.0,25,1
22.0,26,0
22.0,29,0
22.0,31,0
22.0,36,1
22.0,38,0
22.0,41,0
22.0,47,0
25.0,3,0
25.0,4,1
25.0,6,1
25.0,8,1
25.0,11,1
25.0,14,1
25.0,20,0
25.0,22,0
25.0,23,0
25.0,27,0
25.0,35,1
25.0,39,1
25.0,40,1
25.0,44,1
25.0,45,1
25.0,46,1
25.0,48,0
25.0,49,1
26.0,1,1
26.0,2,0
26.0,9,1
