task,truth
8,0
22,0
40,0
98,0
100,1
107,0
112,0
117,1
180,0
184,0
196,0
198,0
217,0
233,1
238,0
280,0
329,0
390,0
407,0
442,0
461,0
468,0
478,0
486,0
492,0
495,0
501,0
553,0
563,1
612,0
634,0
636,0
640,0
661,0
701,0
705,0
762,1
782,0
793,0
808,1
883,0
893,0
896,1
912,1
966,1
992,1
1005,0
1016,1
1042,0
1071,0
1085,1
1088,0
1102,0
1108,0
1121,0
1132,0
1173,1
1206,0
1230,0
1231,0
1263,1
1279,0
1317,0
1327,0
1380,0
1420,0
1424,0
1475,0
1497,0
1533,1
1536,0
1564,0
1611,0
1615,0
1622,1
1632,1
1650,0
1651,0
1655,1
1659,0
1666,0
1690,0
1718,0
1722,0
1724,0
1728,0
1770,0
1777,1
1782,0
1796,0
1799,0
1802,0
1824,0
1839,0
1845,0
1853,0
1886,1
1887,1
1900,0
1941,0
