task,truth
24,0
28,0
30,0
43,0
121,0
130,0
135,1
148,0
161,0
176,0
248,1
282,0
295,0
298,0
341,0
348,0
349,1
365,0
372,0
421,0
426,0
460,0
477,0
529,0
532,0
544,0
576,0
589,1
629,0
647,0
702,0
716,0
723,0
724,0
729,0
768,0
783,0
795,0
811,0
814,1
823,0
837,0
854,0
856,1
880,0
888,0
979,0
997,0
1000,0
1011,0
1048,0
1075,0
1097,0
1109,0
1110,0
1124,0
1178,0
1250,0
1297,0
1337,1
1341,1
1343,0
1362,0
1371,0
1377,0
1379,0
1385,0
1458,0
1469,1
1490,0
1528,0
1529,1
1551,0
1579,0
1585,0
1588,0
1592,0
1603,0
1631,1
1644,0
1678,1
1681,0
1689,0
1714,0
1781,0
1805,0
1823,1
1830,0
1835,0
1858,0
1861,1
1877,1
1893,0
1906,0
1918,0
1922,0
1942,0
1972,0
1977,1
1983,0
