task,truth
2,0
26,0
141,0
142,0
155,0
167,0
186,0
215,0
218,0
220,0
226,0
255,1
289,0
296,0
307,0
316,1
328,0
346,0
374,0
391,0
395,0
400,0
429,0
440,0
447,0
457,0
472,0
473,0
499,0
500,0
509,0
510,0
549,0
559,1
579,0
583,0
585,0
606,0
617,0
621,0
668,0
733,0
754,1
761,0
787,0
825,0
833,0
835,0
922,0
928,0
936,0
959,0
983,0
988,1
1096,0
1120,0
1143,1
1146,0
1162,0
1184,0
1187,1
1220,1
1226,0
1253,1
1257,1
1262,0
1340,1
1354,0
1358,0
1378,0
1389,0
1399,0
1400,0
1442,0
1443,0
1459,0
1468,0
1534,0
1542,0
1569,0
1609,0
1628,0
1635,0
1679,0
1691,1
1734,0
1735,0
1764,0
1768,0
1848,0
1862,0
1876,0
1898,1
1901,0
1953,1
1954,0
1966,0
1971,0
1975,0
1978,0
