task,truth
21,0
33,0
38,0
61,0
74,1
79,0
81,0
108,0
128,0
160,0
189,0
193,0
203,0
214,1
219,0
243,0
245,0
269,0
270,0
276,1
286,1
322,0
324,0
353,0
368,1
388,1
423,0
446,0
483,0
489,0
493,0
511,0
540,0
558,0
593,0
598,0
709,0
711,0
715,0
718,0
771,0
775,1
776,0
829,0
853,0
957,0
960,0
963,0
973,0
976,0
1001,0
1030,1
1099,1
1114,0
1134,0
1139,0
1152,0
1170,1
1192,0
1205,0
1213,0
1265,1
1270,0
1278,0
1285,0
1290,0
1329,1
1349,0
1352,0
1382,0
1391,0
1395,0
1405,0
1414,0
1503,0
1519,0
1554,0
1559,0
1573,0
1576,0
1583,0
1591,0
1594,0
1630,0
1636,0
1668,0
1680,0
1693,0
1699,0
1700,0
1701,0
1711,0
1772,0
1800,0
1831,0
1870,0
1952,0
1964,0
1986,0
1996,0
