task,truth
3,0
63,0
88,0
91,0
99,0
131,0
138,0
213,0
244,0
251,0
262,0
299,1
315,0
333,0
358,0
361,0
366,0
367,0
381,0
387,1
412,0
424,0
427,0
466,0
488,0
516,0
580,0
587,0
591,0
631,0
646,0
651,0
681,0
694,0
698,0
742,0
747,0
757,0
766,0
770,1
780,0
794,0
862,0
878,0
897,0
904,0
910,0
911,0
993,0
1009,0
1014,0
1058,0
1059,0
1087,0
1112,0
1128,0
1135,0
1151,0
1163,0
1168,0
1189,0
1207,0
1214,0
1242,0
1266,1
1282,1
1284,0
1296,0
1303,1
1306,1
1315,0
1323,0
1334,0
1374,0
1387,0
1417,0
1433,0
1474,0
1491,1
1539,0
1589,0
1643,0
1673,0
1677,0
1706,0
1727,0
1729,1
1732,0
1754,1
1791,1
1801,0
1812,0
1820,1
1852,0
1882,0
1912,0
1913,0
1930,0
1932,0
1947,0
