task,truth
44,0
46,0
71,0
113,0
123,1
169,0
195,0
218,0
223,0
233,1
243,0
294,0
384,0
412,0
416,0
463,0
465,0
479,0
488,0
493,0
513,0
520,0
524,0
599,1
638,0
657,0
684,0
711,0
719,1
720,0
756,0
775,1
776,0
792,0
805,0
916,1
927,0
940,0
991,0
995,0
1016,1
1075,0
1097,0
1102,0
1109,0
1140,0
1176,0
1183,0
1192,0
1286,1
1373,0
1406,0
1502,0
1542,0
1570,0
1589,0
1637,0
1677,0
1692,0
1726,1
1749,0
1767,0
1887,1
1918,0
1923,0
1929,0
2022,0
2030,0
2057,1
2066,0
2083,0
2157,0
2192,0
2200,0
2215,0
2248,0
2286,0
2331,1
2355,0
2359,0
2541,0
2559,1
2569,0
2584,1
2647,0
2654,0
2691,1
2702,0
2708,0
2733,1
2783,0
2822,0
2823,0
2879,0
2882,0
2933,0
2979,0
3005,0
3076,0
3091,0
3141,0
3143,0
3150,0
3159,0
3200,0
3228,0
3231,0
3254,0
3350,0
3369,0
3425,0
3460,0
3566,0
3593,0
3603,0
3616,0
3623,0
3642,1
3702,0
3763,1
3766,1
3770,0
3786,0
3800,1
3817,0
3836,0
3838,0
3915,0
3952,0
3954,0
3975,0
4010,0
4021,0
4058,0
4068,0
4089,0
4097,0
4135,0
4145,0
4150,0
4192,0
4195,0
4224,0
4247,0
4294,0
4319,0
4372,0
4458,0
4471,0
4495,0
