task,truth
23,1
50,0
52,1
53,0
61,0
71,0
72,0
119,0
120,0
128,0
134,1
143,0
175,0
292,0
294,0
352,0
361,0
399,0
418,0
462,0
464,0
488,0
491,0
498,0
511,0
514,1
531,0
543,0
581,0
615,0
653,0
664,0
670,0
696,0
708,0
724,0
740,0
745,0
779,0
808,1
852,0
859,0
865,0
868,0
895,0
966,1
996,0
1000,0
1027,0
1127,0
1140,0
1173,1
1192,0
1194,0
1197,0
1242,0
1254,0
1255,0
1257,1
1269,0
1291,0
1295,0
1301,0
1349,0
1352,0
1367,0
1373,0
1424,0
1425,0
1430,0
1435,0
1489,1
1500,0
1526,0
1548,0
1580,0
1630,0
1657,0
1669,0
1698,0
1701,0
1773,1
1781,0
1830,0
1837,1
1844,0
1845,0
1850,0
1863,0
1869,0
1877,1
1884,0
1898,1
1917,0
1918,0
1923,0
1945,0
1950,0
1976,1
1989,0
