task,truth
10,0
14,0
51,0
55,0
75,0
76,1
81,0
129,0
142,0
144,1
154,0
227,1
256,0
301,0
311,0
346,0
397,0
398,0
402,0
410,0
415,0
484,0
486,0
528,0
530,0
539,0
548,0
566,0
574,0
588,0
665,0
671,0
674,0
678,1
705,0
710,0
720,0
738,0
751,0
822,0
839,0
842,0
844,0
857,0
915,0
926,0
929,0
955,0
957,0
1020,0
1039,0
1049,0
1060,0
1072,0
1077,0
1079,1
1105,0
1156,0
1159,0
1165,0
1176,0
1207,0
1218,0
1237,0
1271,1
1278,0
1308,0
1356,1
1391,0
1467,0
1498,0
1517,1
1531,1
1562,0
1594,0
1596,1
1606,0
1608,0
1613,0
1616,0
1627,0
1648,0
1656,0
1672,0
1679,0
1699,0
1719,1
1728,0
1771,0
1778,0
1801,0
1858,0
1864,0
1872,0
1875,1
1889,1
1911,0
1937,0
1957,0
1997,0
