task,truth
45,0
58,0
86,0
105,0
106,1
126,0
136,0
156,0
172,0
191,0
197,0
232,0
263,0
267,0
281,0
295,0
300,0
306,1
330,0
335,0
339,0
349,1
356,0
370,0
377,0
406,0
424,0
429,0
460,0
468,0
471,0
497,0
512,0
518,0
537,0
562,0
612,0
676,0
713,1
727,0
746,0
777,0
790,0
832,0
858,0
870,0
875,0
889,0
910,0
920,0
970,0
987,0
992,1
997,0
1066,0
1067,0
1089,0
1119,1
1146,0
1209,1
1211,0
1214,0
1250,0
1272,0
1280,0
1286,1
1297,0
1317,0
1397,0
1401,0
1411,0
1414,0
1419,0
1450,0
1451,0
1494,0
1501,0
1544,1
1587,0
1591,0
1592,0
1593,0
1617,0
1643,0
1647,0
1653,0
1683,0
1688,0
1750,0
1758,0
1763,0
1769,0
1784,0
1792,0
1857,1
1906,0
1919,0
1936,0
1943,0
1960,1
