task,truth
3,0
25,0
38,0
39,0
44,0
47,0
56,0
84,0
98,0
149,0
158,0
164,0
181,0
258,0
289,0
344,0
357,0
362,0
365,0
373,0
394,0
469,1
473,0
485,1
508,0
545,0
551,0
575,0
587,0
613,0
619,0
656,0
658,0
711,0
723,0
733,0
757,0
775,1
778,0
846,0
862,0
867,1
897,0
898,0
907,0
919,0
930,0
938,0
962,0
977,0
994,0
1008,0
1014,0
1068,0
1117,0
1125,0
1129,0
1144,1
1180,0
1208,0
1210,0
1227,0
1268,0
1303,1
1314,0
1329,1
1340,1
1355,0
1376,0
1382,0
1387,0
1392,0
1407,0
1409,0
1417,0
1432,0
1438,0
1468,0
1515,0
1553,0
1578,0
1600,0
1603,0
1623,0
1687,0
1695,0
1715,1
1730,0
1734,0
1746,0
1775,0
1776,0
1793,0
1829,0
1842,0
1851,0
1854,0
1894,0
1952,0
1958,0
