task,truth
3,0
6,0
23,1
25,0
95,0
104,0
123,1
137,0
175,0
217,0
222,0
246,0
255,1
257,1
264,0
286,1
297,0
298,0
300,0
313,0
315,0
361,0
367,0
373,0
381,0
387,1
410,0
417,0
421,0
524,0
528,0
561,0
565,0
576,0
612,0
613,0
656,0
687,1
725,0
748,1
785,0
799,0
802,0
898,0
912,1
915,0
951,0
965,0
979,0
981,0
983,0
1020,0
1031,0
1064,0
1083,0
1108,0
1145,0
1151,0
1235,0
1252,0
1261,1
1283,0
1325,0
1360,0
1372,0
1388,0
1432,0
1436,0
1462,0
1467,0
1478,0
1484,0
1504,0
1508,0
1550,0
1575,0
1579,0
1585,0
1597,0
1602,1
1622,1
1623,0
1646,0
1658,0
1683,0
1686,0
1698,0
1710,0
1730,0
1750,0
1789,1
1822,0
1852,0
1874,0
1914,0
1941,0
1954,0
1956,0
1983,0
1993,0
