task,truth
2,0
31,0
99,0
118,0
128,0
196,0
205,0
207,1
216,0
244,0
279,0
288,0
291,0
307,0
310,1
311,0
318,0
344,0
349,1
359,0
362,0
407,0
419,0
424,0
430,0
436,0
439,0
443,0
477,0
526,1
531,0
536,0
552,0
571,0
619,0
642,0
645,0
666,0
670,0
675,0
699,0
721,0
722,0
733,0
768,0
796,0
844,0
878,0
927,0
933,0
937,0
943,0
1023,0
1036,0
1037,0
1042,0
1056,0
1057,0
1106,1
1157,0
1210,0
1238,0
1255,0
1277,0
1279,0
1280,0
1296,0
1322,0
1331,0
1357,0
1441,0
1442,0
1464,0
1527,0
1532,0
1538,0
1544,1
1576,0
1603,0
1626,0
1652,0
1676,0
1695,0
1705,0
1709,0
1726,1
1732,0
1738,0
1741,0
1752,0
1756,0
1767,0
1785,0
1815,0
1845,0
1871,1
1957,0
1967,1
1984,0
1989,0
