task,truth
15,0
34,0
45,0
52,1
62,0
80,1
82,0
97,0
126,0
149,0
162,0
167,0
174,0
229,0
232,0
260,0
267,0
272,0
302,1
309,0
312,0
324,0
354,0
470,0
493,0
506,0
515,0
519,0
525,0
539,0
543,0
574,0
601,0
602,0
617,0
636,0
649,0
652,0
671,0
756,0
811,0
839,0
850,0
866,0
929,0
955,0
956,0
970,0
1025,0
1052,0
1096,0
1121,0
1131,1
1135,0
1149,0
1159,0
1217,0
1226,0
1241,0
1276,0
1278,0
1294,1
1340,1
1343,0
1345,0
1356,1
1401,0
1402,0
1403,0
1429,0
1445,0
1472,0
1488,0
1492,0
1516,0
1524,0
1533,1
1583,0
1643,0
1704,0
1725,0
1761,0
1786,0
1809,0
1818,0
1819,0
1831,0
1834,0
1844,0
1848,0
1867,0
1895,0
1937,0
1944,0
1946,0
1965,0
1970,1
1975,0
1977,1
1999,1
