task,truth
7,0
36,0
108,0
133,0
211,0
224,0
242,0
246,0
263,0
314,0
319,0
341,0
344,0
346,0
370,0
385,0
394,0
441,1
448,0
510,0
559,1
565,0
592,0
595,0
624,0
628,0
639,0
688,1
690,0
694,0
695,0
703,0
709,0
726,0
760,0
781,0
809,0
816,0
840,0
875,0
888,0
890,0
911,0
959,0
975,0
988,1
1008,0
1012,0
1023,0
1030,1
1052,0
1077,0
1120,0
1130,0
1140,0
1187,1
1201,0
1214,0
1231,0
1232,0
1234,0
1266,1
1271,1
1293,0
1304,0
1314,0
1402,0
1410,0
1420,0
1425,0
1426,1
1433,0
1438,0
1446,0
1452,1
1491,1
1527,0
1535,0
1574,0
1579,0
1600,0
1711,0
1717,0
1772,0
1780,1
1791,1
1795,1
1797,0
1802,0
1843,0
1894,0
1913,0
1918,0
1925,0
1927,1
1937,0
1944,0
1945,0
1951,0
1984,0
