task,truth
37,0
102,0
107,0
110,0
139,0
168,1
172,0
199,0
229,0
250,0
253,0
288,0
345,0
372,0
384,0
433,0
442,0
451,1
469,1
470,0
472,0
521,0
527,0
529,0
543,0
547,1
562,0
570,0
580,0
598,0
621,0
623,0
632,0
697,0
728,0
741,0
758,0
780,0
786,0
822,0
824,0
863,0
866,0
871,0
883,0
908,0
926,0
931,0
945,1
952,0
981,0
997,0
1024,0
1041,0
1061,1
1121,0
1123,0
1138,0
1154,0
1165,0
1195,0
1217,0
1220,1
1230,0
1242,0
1283,0
1313,0
1315,0
1319,1
1321,0
1336,0
1340,1
1346,0
1357,0
1370,0
1416,0
1467,0
1486,0
1520,0
1583,0
1585,0
1596,1
1603,0
1610,0
1619,0
1624,0
1626,0
1629,0
1653,0
1683,0
1687,0
1747,0
1763,0
1774,0
1806,0
1838,0
1846,0
1904,0
1952,0
1963,0
