task,truth
18,0
51,0
64,0
85,0
97,0
111,0
129,0
170,0
182,0
185,0
200,0
212,0
216,0
272,0
283,0
324,0
383,0
405,1
414,0
439,0
449,0
454,0
496,0
540,0
541,0
582,0
633,0
676,0
700,0
705,0
812,0
821,1
848,0
878,0
917,0
919,0
922,0
968,0
1005,0
1045,0
1055,0
1063,1
1112,0
1122,1
1128,0
1169,0
1172,0
1177,0
1181,0
1209,1
1212,0
1239,0
1241,0
1291,0
1331,0
1347,0
1371,0
1373,0
1382,0
1385,0
1388,0
1392,0
1412,1
1448,0
1459,0
1472,0
1478,0
1496,1
1508,0
1524,0
1541,0
1551,0
1568,0
1604,0
1621,0
1650,0
1671,0
1689,0
1709,0
1725,0
1734,0
1739,0
1740,0
1761,0
1782,0
1788,0
1799,0
1813,0
1816,0
1847,0
1851,0
1853,0
1854,0
1929,0
1939,0
1955,0
1956,0
1972,0
1983,0
1994,1
