task,truth
3,0
13,1
26,0
99,0
103,0
112,0
114,0
122,0
148,0
164,0
178,0
189,0
196,0
204,0
230,0
248,1
292,0
309,0
329,0
391,0
408,0
482,1
485,1
490,0
495,0
508,0
544,0
608,0
644,0
647,0
655,0
668,0
681,0
720,0
752,0
795,0
815,1
819,0
823,0
833,0
845,0
847,0
855,0
860,0
944,0
969,0
971,0
978,0
1004,1
1031,0
1047,0
1065,0
1073,0
1080,0
1087,0
1115,1
1132,0
1133,0
1139,0
1152,0
1205,0
1228,0
1254,0
1277,0
1285,0
1287,0
1290,0
1292,0
1307,0
1352,0
1356,1
1361,0
1442,0
1460,0
1462,0
1473,0
1557,0
1593,0
1612,0
1654,0
1675,0
1719,1
1721,0
1723,0
1724,0
1741,0
1743,0
1752,0
1784,0
1821,0
1822,0
1863,0
1870,0
1880,0
1890,0
1923,0
1938,0
1975,0
1981,0
1998,0
