task,truth
20,0
35,0
82,0
119,0
173,0
181,0
194,0
207,1
210,0
220,0
259,0
291,0
301,0
303,0
334,0
335,0
377,0
404,0
418,0
427,0
434,0
453,0
477,0
487,0
511,0
512,0
537,0
546,0
583,0
615,0
622,0
627,0
675,0
707,0
761,0
763,1
818,0
829,0
830,0
836,0
838,0
868,0
901,0
916,1
921,0
924,0
925,0
934,0
976,0
986,0
1003,0
1062,0
1071,0
1108,0
1162,0
1170,1
1175,1
1183,0
1219,0
1235,0
1273,0
1309,0
1334,0
1343,0
1348,0
1355,0
1358,0
1377,0
1383,0
1393,0
1406,0
1451,0
1453,0
1474,0
1484,0
1529,1
1537,0
1553,0
1578,0
1584,0
1591,0
1601,1
1622,1
1632,1
1635,0
1664,0
1696,0
1738,0
1805,0
1827,0
1845,0
1867,0
1871,1
1882,0
1891,0
1907,0
1908,0
1912,0
1922,0
1991,0
