task,truth
20,0
41,0
67,0
91,0
120,0
137,0
171,0
195,0
204,0
230,0
271,0
277,0
328,0
333,0
358,0
425,0
428,0
431,0
444,1
472,0
474,0
482,1
493,0
513,0
532,0
545,0
561,0
563,1
602,0
604,0
639,0
644,0
686,0
695,0
700,0
709,0
721,0
763,1
787,0
789,0
804,0
812,0
831,0
832,0
880,0
888,0
890,0
892,0
896,1
943,0
948,0
968,0
1018,1
1026,0
1029,1
1047,0
1057,0
1063,1
1076,0
1092,0
1118,0
1133,0
1135,0
1190,0
1218,0
1279,0
1300,1
1351,0
1381,0
1404,1
1417,0
1457,0
1476,0
1490,0
1495,0
1529,1
1580,0
1595,0
1609,0
1624,0
1628,0
1629,0
1636,0
1726,1
1738,0
1743,0
1773,1
1785,0
1786,0
1787,0
1822,0
1832,0
1842,0
1874,0
1880,0
1886,1
1888,0
1912,0
1926,1
1935,0
