task,truth
3,0
7,0
10,0
26,0
53,0
72,0
105,0
110,0
113,0
119,0
121,0
124,0
171,0
216,0
243,0
265,0
281,0
283,0
285,0
288,0
304,0
307,0
326,0
334,0
399,0
444,1
482,1
506,0
524,0
544,0
578,0
591,0
610,0
617,0
619,0
700,0
705,0
718,0
740,0
776,0
780,0
816,0
822,0
857,0
876,0
886,0
927,0
944,0
994,0
995,0
1023,0
1025,0
1052,0
1075,0
1085,1
1100,0
1128,0
1135,0
1148,0
1149,0
1158,1
1183,0
1191,0
1209,1
1217,0
1247,0
1253,1
1270,0
1272,0
1283,0
1311,0
1337,1
1339,0
1359,0
1378,0
1384,0
1401,0
1404,1
1422,0
1423,0
1483,0
1513,0
1523,0
1594,0
1627,0
1642,0
1667,0
1696,0
1762,0
1774,0
1808,0
1866,0
1867,0
1898,1
1904,0
1914,0
1921,0
1956,0
1982,0
1986,0
