worker,task,answer
0.0,0,0
0.0,3,0
0.0,4,0
0.0,6,0
0.0,7,1
0.0,9,1
0.0,12,1
0.0,13,0
0.0,15,1
0.0,17,0
0.0,21,1
0.0,22,0
0.0,24,0
0.0,26,0
0.0,29,1
0.0,30,0
0.0,31,0
0.0,35,0
0.0,36,0
0.0,39,1
0.0,40,0
0.0,42,0
0.0,43,0
0.0,44,0
0.0,45,1
0.0,46,0
0.0,49,0
9.0,1,0
9.0,2,0
9.0,3,1
9.0,6,1
9.0,7,0
9.0,8,0
9.0,9,1
9.0,11,1
9.0,13,1
9.0,14,1
9.0,15,1
9.0,16,0
9.0,19,0
9.0,22,1
9.0,26,0
9.0,29,1
9.0,32,0
9.0,34,0
9.0,35,0
9.0,36,1
9.0,37,0
9.0,40,0
9.0,41,1
9.0,43,0
9.0,47,1
9.0,48,1
9.0,49,1
18.0,1,0
18.0,3,0
18.0,7,1
18.0,8,1
18.0,9,0
18.0,13,1
18.0,14,0
18.0,17,0
18.0,21,1
18.0,22,1
18.0,24,1
18.0,26,0
18.0,27,1
18.0,31,0
18.0,32,0
18.0,33,1
18.0,34,0
18.0,35,1
18.0,39,1
18.0,40,1
18.0,42,1
18.0,44,1
18.0,45,1
18.0,47,1
31.0,0,0
31.0,1,1
31.0,2,1
31.0,5,0
31.0,9,0
31.0,12,1
31.0,13,0
31.0,15,1
31.0,18,1
31.0,21,0
31.0,22,0
31.0,23,1
31.0,24,1
31.0,25,0
31.0,26,0
31.0,27,1
31.0,30,1
31.0,32,0
31.0,33,0
31.0,34,0
31.0,35,0
31.0,37,1
31.0,39,0
31.0,42,0
31.0,44,0
31.0,47,0
31.0,48,0
42.0,0,0
42.0,3,0
42.0,4,0
42.0,5,1
42.0,6,1
42.0,11,1
42.0,14,0
42.0,17,0
42.0,19,0
42.0,22,0
42.0,29,0
42.0,32,0
42.0,33,1
42.0,35,1
42.0,38,0
42.0,39,1
42.0,41,1
42.0,42,0
42.0,43,0
42.0,44,1
44.0,4,0
44.0,6,1
44.0,7,1
44.0,9,0
44.0,11,1
44.0,14,0
44.0,17,1
44.0,20,0
44.0,21,1
44.0,22,0
44.0,24,0
44.0,25,1
44.0,26,1
44.0,29,0
44.0,32,0
44.0,35,1
44.0,36,1
44.0,37,1
44.0,38,0
44.0,42,0
44.0,43,0
44.0,44,0
44.0,45,0
44.0,46,0
44.0,49,1
45.0,1,1
45.0,3,1
45.0,4,0
45.0,6,0
45.0,7,0
45.0,9,1
45.0,10,0
45.0,11,0
45.0,13,1
45.0,17,1
45.0,18,0
45.0,20,0
45.0,21,1
45.0,23,1
45.0,27,0
45.0,28,0
45.0,29,1
45.0,30,1
45.0,33,0
45.0,35,1
45.0,36,1
45.0,38,0
45.0,40,0
45.0,41,0
45.0,44,1
45.0,45,1
45.0,48,0
45.0,49,0
57.0,0,0
57.0,2,1
57.0,3,1
57.0,4,1
57.0,6,1
57.0,11,1
57.0,13,1
57.0,17,1
57.0,18,1
57.0,19,0
57.0,20,1
57.0,23,1
57.0,25,0
57.0,27,1
57.0,29,0
57.0,31,0
57.0,32,1
57.0,34,0
57.0,35,1
57.0,37,1
57.0,40,1
57.0,42,1
57.0,44,0
57.0,46,0
57.0,48,0
61.0,6,0
61.0,8,1
61.0,10,1
61.0,11,1
61.0,13,0
61.0,14,1
61.0,19,0
61.0,21,1
61.0,25,0
61.0,27,0
61.0,28,1
61.0,29,0
61.0,32,0
61.0,33,0
61.0,34,1
61.0,36,1
61.0,38,1
61.0,39,0
61.0,40,1
61.0,41,1
61.0,44,1
61.0,45,1
61.0,46,1
61.0,47,0
62.0,0,0
62.0,4,0
62.0,8,0
62.0,9,1
62.0,10,1
62.0,11,1
62.0,12,1
62.0,13,0
62.0,14,0
62.0,15,1
62.0,18,1
62.0,20,1
62.0,21,0
62.0,26,0
62.0,28,1
62.0,29,0
62.0,33,0
62.0,36,1
62.0,40,1
62.0,41,1
62.0,43,0
62.0,45,1
63.0,1,0
63.0,4,1
63.0,6,0
63.0,8,0
63.0,9,0
63.0,11,1
63.0,12,1
63.0,13,1
63.0,14,1
63.0,15,1
63.0,16,1
63.0,20,1
63.0,22,0
63.0,23,1
63.0,24,0
63.0,26,1
63.0,29,0
63.0,30,1
63.0,33,0
63.0,34,1
63.0,36,0
63.0,37,0
63.0,38,1
63.0,39,0
63.0,40,1
63.0,41,1
63.0,44,1
63.0,46,1
63.0,47,0
63.0,48,0
63.0,49,1
65.0,0,0
65.0,1,1
65.0,2,1
65.0,3,0
65.0,5,0
65.0,7,0
65.0,8,0
65.0,10,0
65.0,11,0
65.0,14,0
65.0,15,0
65.0,16,0
65.0,18,0
65.0,21,1
65.0,22,0
65.0,25,0
65.0,27,1
65.0,30,0
65.0,31,1
65.0,32,0
65.0,33,0
65.0,36,0
65.0,39,0
65.0,40,0
65.0,41,1
65.0,43,0
65.0,48,0
67.0,2,0
67.0,3,1
67.0,6,0
67.0,9,0
67.0,10,0
67.0,11,0
67.0,12,1
67.0,13,0
67.0,14,0
67.0,15,1
67.0,16,0
67.0,18,1
67.0,22,1
67.0,24,0
67.0,25,1
67.0,26,0
67.0,29,1
67.0,33,0
67.0,34,0
67.0,35,0
67.0,36,0
67.0,39,1
67.0,41,0
67.0,44,1
67.0,45,0
67.0,48,1
70.0,0,0
70.0,8,1
70.0,10,1
70.0,11,1
70.0,12,1
70.0,13,0
70.0,15,1
70.0,18,1
70.0,20,0
70.0,22,0
70.0,24,0
70.0,26,1
70.0,27,0
70.0,29,1
70.0,30,1
70.0,32,0
70.0,33,0
70.0,34,0
70.0,35,0
70.0,36,1
70.0,37,0
70.0,38,1
70.0,39,1
70.0,41,1
70.0,43,0
70.0,45,0
70.0,48,1
71.0,0,1
71.0,1,1
71.0,4,1
71.0,5,0
71.0,8,0
71.0,9,0
71.0,10,1
71.0,15,1
71.0,17,1
71.0,18,0
71.0,21,1
71.0,23,0
71.0,24,0
71.0,25,0
71.0,28,0
71.0,32,0
71.0,33,0
71.0,35,0
71.0,37,1
71.0,40,1
71.0,43,0
71.0,46,1
72.0,0,1
72.0,1,0
72.0,2,1
72.0,4,0
72.0,7,1
72.0,10,0
72.0,11,1
72.0,13,1
72.0,14,0
72.0,17,0
72.0,18,0
72.0,22,0
72.0,23,0
72.0,25,0
72.0,27,0
72.0,28,0
72.0,31,1
72.0,33,0
72.0,34,0
72.0,36,0
72.0,37,1
72.0,38,1
72.0,40,0
72.0,41,1
72.0,42,0
72.0,43,0
72.0,44,1
72.0,45,0
72.0,48,0
75.0,2,0
75.0,3,0
75.0,5,0
75.0,7,0
75.0,10,0
75.0,13,1
75.0,14,0
75.0,17,1
75.0,19,0
75.0,21,1
75.0,22,0
75.0,23,1
75.0,24,1
75.0,25,1
75.0,27,0
75.0,30,1
75.0,32,1
75.0,33,0
75.0,34,1
75.0,36,1
75.0,37,1
75.0,39,0
75.0,40,0
75.0,41,0
75.0,42,0
75.0,43,1
75.0,44,1
75.0,45,0
75.0,46,1
75.0,48,1
77.0,0,0
77.0,3,0
77.0,4,0
77.0,6,1
77.0,8,1
77.0,9,1
77.0,10,1
77.0,12,1
77.0,13,1
77.0,16,1
77.0,17,0
77.0,18,1
77.0,20,1
77.0,25,1
