task,truth
3,0
41,0
58,0
65,0
84,0
100,1
120,0
132,0
138,0
153,0
170,0
203,0
217,0
292,0
306,1
319,0
331,0
339,0
357,0
395,0
404,0
410,0
440,0
442,0
501,0
522,0
532,0
577,0
600,0
620,0
625,0
627,0
637,0
649,0
663,0
706,0
709,0
760,0
762,1
769,0
801,0
809,0
810,0
812,0
817,1
850,0
851,0
859,0
916,1
923,0
945,1
949,0
958,0
994,0
995,0
1004,1
1020,0
1050,0
1055,0
1064,0
1091,1
1192,0
1218,0
1222,0
1224,0
1273,0
1284,0
1326,0
1386,0
1416,0
1431,0
1478,0
1510,0
1513,0
1527,0
1537,0
1545,0
1551,0
1584,0
1589,0
1595,0
1616,0
1641,0
1653,0
1670,0
1719,1
1734,0
1760,1
1761,0
1798,0
1807,0
1829,0
1838,0
1857,1
1863,0
1916,0
1924,1
1931,0
1986,0
1988,0
