task,truth
16,0
101,1
139,0
154,0
157,0
158,0
183,0
233,1
236,0
267,0
280,0
315,0
326,0
341,0
349,1
417,0
422,0
464,0
477,0
478,0
506,0
520,0
582,0
585,0
608,0
628,0
630,0
677,0
678,1
684,0
701,0
708,0
714,0
738,0
751,0
799,0
813,0
836,0
842,0
903,0
933,0
939,0
940,0
988,1
1017,1
1025,0
1049,0
1102,0
1131,1
1160,0
1169,0
1174,0
1217,0
1233,0
1242,0
1251,0
1254,0
1270,0
1279,0
1290,0
1302,0
1310,0
1311,0
1338,0
1399,0
1410,0
1414,0
1420,0
1436,0
1453,0
1472,0
1476,0
1492,0
1506,0
1540,0
1553,0
1558,0
1569,0
1600,0
1667,0
1668,0
1693,0
1718,0
1720,0
1750,0
1758,0
1775,0
1800,0
1816,0
1819,0
1850,0
1877,1
1905,1
1911,0
1921,0
1937,0
1943,0
1979,0
1991,0
1992,0
