task,truth
7,0
11,0
14,0
20,0
32,0
34,0
81,0
86,0
145,0
173,0
176,0
204,0
207,1
211,0
216,0
223,0
251,0
254,0
286,1
295,0
299,1
353,0
378,0
386,0
408,0
463,0
475,0
507,0
540,0
541,0
586,1
594,0
617,0
686,0
695,0
715,0
723,0
724,0
811,0
818,0
820,0
827,0
863,0
887,1
904,0
912,1
938,0
948,0
966,1
986,0
1001,0
1079,1
1087,0
1103,1
1128,0
1129,0
1137,0
1143,1
1195,0
1238,0
1239,0
1259,0
1277,0
1293,0
1307,0
1313,0
1352,0
1391,0
1395,0
1418,0
1427,0
1447,0
1475,0
1484,0
1500,0
1592,0
1603,0
1606,0
1608,0
1631,1
1645,0
1650,0
1665,0
1684,0
1685,1
1696,0
1714,0
1789,1
1791,1
1806,0
1835,0
1876,0
1885,0
1887,1
1903,0
1907,0
1914,0
1945,0
1956,0
1990,0
