task,truth
31,0
43,0
80,1
103,0
126,0
147,0
160,0
326,0
375,0
449,0
460,0
515,0
530,0
614,0
699,0
730,0
847,0
873,0
909,1
935,0
958,0
980,0
1009,0
1019,0
1040,1
1046,0
1072,0
1082,0
1084,0
1095,0
1107,0
1111,0
1187,1
1193,0
1237,0
1246,1
1267,0
1291,0
1317,0
1505,0
1573,0
1605,0
1626,0
1659,0
1680,0
1704,0
1708,0
1709,0
1718,0
1737,0
1819,0
1868,1
1895,0
1914,0
1949,0
2014,0
2032,0
2049,0
2083,0
2126,0
2135,0
2146,0
2181,0
2238,0
2262,0
2339,0
2360,0
2431,1
2440,0
2461,0
2473,0
2475,0
2500,0
2521,0
2592,0
2640,0
2660,0
2664,0
2670,1
2677,0
2684,0
2704,1
2747,0
2768,1
2828,0
2832,0
2891,0
2907,0
2917,0
2934,0
2935,1
3032,0
3055,0
3098,0
3124,0
3125,0
3130,0
3166,0
3240,0
3250,0
3256,0
3341,0
3348,0
3382,0
3391,0
3430,0
3465,0
3492,0
3502,0
3536,1
3559,0
3619,0
3622,0
3623,0
3665,0
3682,0
3692,0
3698,0
3715,0
3763,1
3784,0
3804,0
3828,0
3830,0
3833,0
3835,0
3867,1
3898,1
3913,0
3945,0
3987,0
3993,0
4067,0
4069,0
4079,0
4091,1
4097,0
4145,0
4148,0
4171,0
4230,0
4276,0
4291,0
4304,0
4332,0
4344,0
4354,0
4383,0
4430,0
4464,0
