task,truth
30,0
38,0
72,0
79,0
99,0
103,0
117,1
165,0
174,0
196,0
213,0
215,0
281,0
287,0
301,0
304,0
324,0
327,0
337,0
346,0
388,1
392,0
393,0
406,0
418,0
421,0
424,0
433,0
483,0
511,0
518,0
544,0
555,0
575,0
578,0
596,0
602,0
603,0
612,0
616,0
619,0
666,0
670,0
693,0
698,0
729,0
730,0
752,0
803,0
855,0
858,0
861,0
879,0
882,0
910,0
946,0
959,0
970,0
979,0
1000,0
1005,0
1015,0
1027,0
1036,0
1065,0
1084,0
1098,0
1109,0
1132,0
1164,0
1167,0
1227,0
1278,0
1317,0
1323,0
1331,0
1347,0
1361,0
1380,0
1407,0
1494,0
1496,1
1514,0
1566,0
1588,0
1599,0
1642,0
1688,0
1706,0
1740,0
1755,0
1764,0
1833,0
1847,0
1874,0
1909,0
1915,0
1932,0
1942,0
1961,0
