task,truth
14,0
28,0
35,0
37,0
40,0
80,1
88,0
89,0
98,0
100,1
101,1
104,0
111,0
122,0
124,0
125,0
139,0
143,0
152,0
188,1
191,0
203,0
216,0
221,0
222,0
228,1
236,0
255,1
273,0
291,0
300,0
354,0
364,0
387,1
393,0
446,0
464,0
468,0
477,0
480,0
481,0
509,0
518,0
526,1
530,0
531,0
532,0
538,0
540,0
548,0
551,0
571,0
578,0
586,1
600,0
602,0
603,0
604,0
607,0
608,0
627,0
628,0
650,0
659,0
664,0
670,0
678,1
688,1
689,0
704,0
708,0
712,0
741,0
764,0
773,0
789,0
805,0
806,0
824,0
828,0
840,0
844,0
869,0
871,0
872,0
882,0
886,0
916,1
932,0
934,0
945,1
954,0
961,0
963,0
975,0
976,0
980,0
981,0
984,0
986,0
1001,0
1007,0
1013,1
1014,0
1022,0
1033,0
1057,0
1075,0
1099,1
1101,0
1115,1
1140,0
1142,0
1143,1
1148,0
1156,0
1159,0
1164,0
1167,0
1196,0
1205,0
1212,0
1229,0
1231,0
1245,0
1253,1
1264,0
1304,0
1312,0
1318,0
1319,1
1330,1
1340,1
1351,0
1370,0
1377,0
1386,0
1395,0
1406,0
1407,0
1410,0
1420,0
1432,0
1434,0
1439,0
1446,0
1448,0
1450,0
1459,0
1486,0
1509,0
1522,0
1547,0
1550,0
1554,0
1562,0
1564,0
1568,0
1581,0
1587,0
1612,0
1619,0
1621,0
1644,0
1646,0
1661,0
1675,0
1676,0
1681,0
1689,0
1694,0
1705,0
1719,1
1729,1
1739,0
1749,0
1757,0
1765,0
1766,0
1798,0
1800,0
1826,1
1830,0
1839,0
1844,0
1845,0
1848,0
1849,0
1853,0
1872,0
1882,0
1906,0
1908,0
1914,0
1918,0
1951,0
1973,0
1979,0
1981,0
1983,0
