task,truth
9,0
10,0
11,0
18,0
43,0
49,0
51,0
56,0
59,1
61,0
66,0
82,0
87,0
96,0
102,0
117,1
121,0
127,0
130,0
136,0
146,0
153,0
154,0
169,0
182,0
184,0
195,0
198,0
205,0
250,0
253,0
262,0
264,0
267,0
271,0
276,1
292,0
299,1
301,0
306,1
323,0
339,0
342,0
361,0
366,0
374,0
379,0
383,0
390,0
394,0
401,0
416,0
419,0
427,0
431,0
447,0
483,0
484,0
503,1
524,0
525,0
528,0
552,0
564,0
565,0
583,0
598,0
612,0
616,0
617,0
662,0
692,0
694,0
707,0
713,1
719,1
740,0
747,0
755,0
759,0
769,0
776,0
779,0
780,0
800,0
801,0
810,0
812,0
861,0
883,0
884,0
904,0
909,1
943,0
948,0
988,1
1008,0
1016,1
1027,0
1038,1
1062,0
1063,1
1098,0
1111,0
1113,0
1116,0
1118,0
1135,0
1155,1
1166,0
1173,1
1183,0
1187,1
1202,0
1203,1
1204,0
1214,0
1220,1
1221,1
1223,0
1226,0
1260,0
1274,0
1281,0
1289,1
1292,0
1301,0
1308,0
1313,0
1317,0
1333,0
1364,0
1365,0
1393,0
1413,0
1418,0
1424,0
1438,0
1441,0
1445,0
1467,0
1469,1
1473,0
1477,0
1478,0
1483,0
1505,0
1506,0
1525,0
1538,0
1551,0
1572,0
1573,0
1574,0
1575,0
1577,0
1582,0
1604,0
1616,0
1622,1
1627,0
1634,1
1639,0
1640,0
1655,1
1670,0
1690,0
1698,0
1702,0
1730,0
1736,0
1741,0
1743,0
1747,0
1768,0
1772,0
1776,0
1778,0
1797,0
1816,0
1829,0
1831,0
1838,0
1850,0
1862,0
1891,0
1896,1
1898,1
1901,0
1903,0
1925,0
1926,1
1937,0
1940,0
1941,0
1950,0
1955,0
1962,0
1971,0
1974,0
