task,truth
22,0
24,0
30,0
34,0
84,0
105,0
106,1
112,0
123,1
140,0
164,0
165,0
172,0
173,0
174,0
186,0
204,0
209,0
210,0
243,0
278,0
285,0
308,0
314,0
321,1
325,0
327,0
336,0
360,0
370,0
375,0
376,0
382,0
384,0
395,0
414,0
415,0
429,0
433,0
453,0
458,0
459,1
463,0
474,0
485,1
498,0
501,0
504,0
505,0
507,0
521,0
527,0
533,0
542,0
555,0
563,1
574,0
601,0
620,0
633,0
640,0
643,0
661,0
666,0
668,0
702,0
705,0
706,0
716,0
717,0
734,0
751,0
758,0
761,0
787,0
788,0
793,0
802,0
811,0
822,0
835,0
839,0
860,0
862,0
906,0
918,0
922,0
949,0
956,0
959,0
971,0
991,0
1005,0
1009,0
1019,0
1020,0
1032,1
1036,0
1039,0
1050,0
1056,0
1078,0
1088,0
1095,0
1104,0
1124,0
1126,0
1131,1
1134,0
1161,0
1174,0
1194,0
1200,0
1218,0
1228,0
1239,0
1255,0
1256,0
1258,0
1271,1
1272,0
1284,0
1286,1
1290,0
1297,0
1325,0
1345,0
1347,0
1349,0
1359,0
1360,0
1361,0
1368,1
1374,0
1376,0
1384,0
1389,0
1414,0
1429,0
1440,0
1460,0
1474,0
1476,0
1479,0
1480,0
1496,1
1500,0
1504,0
1518,0
1531,1
1532,0
1533,1
1537,0
1557,0
1559,0
1563,0
1579,0
1583,0
1588,0
1590,0
1591,0
1601,1
1603,0
1609,0
1611,0
1617,0
1625,0
1635,0
1641,0
1642,0
1651,0
1658,0
1678,1
1696,0
1699,0
1712,0
1723,0
1724,0
1731,0
1755,0
1758,0
1761,0
1802,0
1819,0
1835,0
1846,0
1847,0
1855,0
1859,0
1864,0
1867,0
1876,0
1890,0
1912,0
1917,0
1939,0
1953,1
1961,0
1987,0
1988,0
