task,truth
1,1
17,0
21,0
26,0
36,0
42,0
45,0
46,0
47,0
55,0
64,0
69,0
72,0
79,0
114,0
120,0
131,0
138,0
151,0
156,0
157,0
180,0
183,0
197,0
213,0
233,1
251,0
261,0
277,0
281,0
283,0
290,0
303,0
304,0
311,0
313,0
328,0
331,0
333,0
334,0
350,0
368,1
373,0
381,0
391,0
398,0
399,0
400,0
404,0
405,1
411,0
418,0
423,0
425,0
435,1
436,0
445,0
449,0
454,0
472,0
476,0
486,0
488,0
489,0
490,0
510,0
519,0
568,1
575,0
587,0
592,0
609,0
634,0
641,0
646,0
654,1
657,0
669,0
676,0
677,0
679,0
680,0
693,0
695,0
697,0
699,0
710,0
731,1
745,0
748,1
750,1
774,0
777,0
790,0
794,0
819,0
827,0
851,0
863,0
875,0
888,0
896,1
905,0
924,0
933,0
970,0
998,0
1000,0
1023,0
1026,0
1031,0
1035,0
1046,0
1048,0
1054,0
1059,0
1064,0
1083,0
1084,0
1091,1
1096,0
1108,0
1117,0
1121,0
1130,0
1139,0
1147,0
1165,0
1199,0
1206,0
1208,0
1222,0
1225,0
1227,0
1237,0
1238,0
1257,1
1273,0
1282,1
1300,1
1306,1
1310,0
1320,0
1335,0
1350,0
1353,1
1357,0
1397,0
1404,1
1409,0
1430,0
1442,0
1444,1
1453,0
1472,0
1488,0
1508,0
1511,1
1512,0
1515,0
1516,0
1524,0
1539,0
1543,0
1544,1
1549,0
1556,0
1558,0
1560,0
1567,0
1598,0
1599,0
1607,0
1608,0
1629,0
1662,1
1664,0
1683,0
1684,0
1686,0
1687,0
1695,0
1727,0
1748,0
1762,0
1767,0
1780,1
1793,0
1828,0
1836,0
1840,0
1866,0
1875,1
1877,1
1900,0
1916,0
1919,0
1963,0
1976,1
1998,0
