task,truth
2,0
3,0
59,1
62,0
63,0
110,0
115,0
136,0
150,0
152,0
195,0
286,1
290,0
307,0
312,0
341,0
358,0
366,0
381,0
429,0
469,1
494,0
495,0
499,0
526,1
571,0
592,0
598,0
606,0
737,0
782,0
822,0
830,0
857,0
868,0
913,0
968,0
1016,1
1043,0
1050,0
1051,0
1055,0
1065,0
1081,0
1118,0
1145,0
1181,0
1207,0
1246,1
1248,1
1287,0
1321,0
1322,0
1352,0
1358,0
1366,0
1382,0
1391,0
1395,0
1396,1
1407,0
1426,1
1427,0
1467,0
1484,0
1513,0
1539,0
1565,0
1599,0
1603,0
1625,0
1648,0
1653,0
1657,0
1672,0
1684,0
1704,0
1714,0
1738,0
1739,0
1766,0
1767,0
1800,0
1803,1
1811,1
1814,0
1822,0
1823,1
1866,0
1867,0
1888,0
1891,0
1892,0
1903,0
1951,0
1955,0
1957,0
1961,0
1992,0
1996,0
