task,truth
10,0
24,0
48,0
65,0
93,0
114,0
127,0
190,0
206,0
257,1
261,0
297,0
318,0
348,0
349,1
368,1
391,0
395,0
425,0
432,0
434,0
449,0
462,0
483,0
508,0
522,0
542,0
568,1
577,0
590,0
628,0
668,0
692,0
699,0
754,1
769,0
794,0
809,0
840,0
862,0
910,0
911,0
939,0
964,0
983,0
998,0
1011,0
1035,0
1044,0
1048,0
1078,0
1098,0
1108,0
1126,0
1208,0
1210,0
1219,0
1231,0
1259,0
1265,1
1266,1
1295,0
1356,1
1374,0
1400,0
1409,0
1411,0
1413,0
1457,0
1461,0
1462,0
1470,0
1489,1
1514,0
1527,0
1531,1
1553,0
1559,0
1574,0
1615,0
1619,0
1628,0
1647,0
1670,0
1673,0
1696,0
1708,0
1713,1
1755,0
1756,0
1785,0
1788,0
1799,0
1826,1
1833,0
1942,0
1946,0
1978,0
1989,0
1990,0
