task,truth
34,0
36,0
39,0
41,0
67,0
91,0
99,0
184,0
222,0
232,0
238,0
247,0
249,0
255,1
268,0
293,0
298,0
359,0
373,0
377,0
415,0
433,0
450,0
455,0
467,0
526,1
549,0
580,0
626,0
633,0
662,0
674,0
700,0
712,0
720,0
730,0
731,1
738,0
771,0
811,0
828,0
838,0
896,1
912,1
921,0
928,0
955,0
956,0
959,0
975,0
979,0
995,0
1002,0
1006,0
1036,0
1053,0
1064,0
1086,0
1088,0
1101,0
1120,0
1126,0
1154,0
1169,0
1188,0
1198,0
1214,0
1231,0
1237,0
1272,0
1298,0
1301,0
1359,0
1382,0
1423,0
1425,0
1472,0
1498,0
1555,0
1565,0
1583,0
1602,1
1635,0
1697,0
1739,0
1768,0
1770,0
1788,0
1800,0
1824,0
1839,0
1840,0
1842,0
1850,0
1865,0
1879,1
1900,0
1931,0
1977,1
1982,0
