task,truth
4,0
8,0
55,0
65,0
76,1
83,0
100,1
109,0
140,0
144,1
155,0
160,0
218,0
259,0
276,1
288,0
316,1
329,0
340,0
367,0
371,0
409,0
419,0
422,0
439,0
446,0
512,0
520,0
556,0
563,1
565,0
604,0
615,0
617,0
642,0
737,0
789,0
791,0
814,1
865,0
866,0
867,1
868,0
871,0
909,1
915,0
957,0
963,0
992,1
1011,0
1055,0
1130,0
1158,1
1159,0
1242,0
1288,0
1290,0
1297,0
1331,0
1346,0
1353,1
1361,0
1375,0
1388,0
1392,0
1395,0
1399,0
1419,0
1438,0
1494,0
1496,1
1507,0
1522,0
1533,1
1541,0
1554,0
1560,0
1562,0
1563,0
1600,0
1617,0
1633,0
1678,1
1682,0
1699,0
1709,0
1711,0
1727,0
1738,0
1759,0
1819,0
1843,0
1849,0
1893,0
1934,0
1947,0
1978,0
1979,0
1992,0
1998,0
