task,truth
4,0
18,0
29,0
37,0
54,0
55,0
103,0
165,0
257,1
295,0
321,1
329,0
334,0
337,0
356,0
401,0
482,1
491,0
503,1
513,0
521,0
531,0
548,0
570,0
600,0
618,0
677,0
696,0
713,1
729,0
745,0
758,0
768,0
780,0
791,0
797,0
813,0
825,0
833,0
840,0
844,0
859,0
874,1
883,0
889,0
906,0
1013,1
1020,0
1036,0
1041,0
1042,0
1091,1
1126,0
1127,0
1129,0
1157,0
1160,0
1187,1
1194,0
1195,0
1235,0
1254,0
1258,0
1275,0
1324,0
1330,1
1382,0
1391,0
1409,0
1434,0
1470,0
1482,1
1489,1
1512,0
1522,0
1530,0
1557,0
1601,1
1617,0
1620,0
1625,0
1642,0
1671,0
1675,0
1741,0
1766,0
1771,0
1790,0
1802,0
1838,0
1844,0
1857,1
1866,0
1889,1
1921,0
1932,0
1936,0
1938,0
1985,0
1993,0
