task,truth
6,0
22,0
46,0
80,1
102,0
107,0
143,0
154,0
170,0
205,0
228,1
293,0
294,0
318,0
323,0
335,0
377,0
387,1
392,0
394,0
412,0
437,0
458,0
463,0
513,0
515,0
523,0
533,0
555,0
560,0
591,0
601,0
617,0
620,0
622,0
673,0
682,0
704,0
733,0
744,1
767,0
768,0
773,0
774,0
779,0
783,0
789,0
805,0
868,0
888,0
904,0
914,0
943,0
948,0
1013,1
1029,1
1031,0
1032,1
1045,0
1097,0
1103,1
1106,1
1115,1
1130,0
1231,0
1237,0
1261,1
1280,0
1317,0
1330,1
1345,0
1348,0
1378,0
1380,0
1400,0
1419,0
1423,0
1451,0
1478,0
1492,0
1496,1
1498,0
1500,0
1508,0
1521,0
1535,0
1622,1
1634,1
1644,0
1670,0
1730,0
1775,0
1837,1
1871,1
1877,1
1932,0
1958,0
1965,0
1991,0
1993,0
