task,truth
74,1
106,1
113,0
118,0
125,0
150,0
151,0
204,0
209,0
214,1
238,0
253,0
279,0
301,0
306,1
364,0
365,0
370,0
382,0
389,0
432,0
445,0
453,0
468,0
472,0
493,0
505,0
512,0
565,0
577,0
580,0
614,0
656,0
664,0
725,0
760,0
770,1
788,0
791,0
799,0
828,0
877,0
886,0
905,0
931,0
995,0
1039,0
1083,0
1096,0
1111,0
1143,1
1145,0
1165,0
1188,0
1195,0
1215,0
1250,0
1260,0
1272,0
1293,0
1294,1
1299,0
1305,0
1341,1
1358,0
1365,0
1398,0
1412,1
1425,0
1476,0
1487,0
1495,0
1522,0
1528,0
1530,0
1538,0
1540,0
1575,0
1608,0
1639,0
1640,0
1657,0
1665,0
1672,0
1686,0
1713,1
1718,0
1732,0
1753,0
1768,0
1770,0
1802,0
1803,1
1805,0
1825,1
1847,0
1872,0
1900,0
1927,1
1995,1
