task,truth
1,1
28,0
54,0
62,0
71,0
83,0
101,1
103,0
161,0
165,0
185,0
187,0
191,0
232,0
251,0
282,0
293,0
331,0
343,0
345,0
347,0
353,0
370,0
395,0
407,0
427,0
456,0
460,0
465,0
475,0
493,0
494,0
496,0
514,1
568,1
607,0
614,0
690,0
693,0
714,0
715,0
743,0
794,0
799,0
804,0
868,0
870,0
885,0
921,0
932,0
949,0
956,0
971,0
988,1
1045,0
1065,0
1083,0
1087,0
1089,0
1095,0
1102,0
1107,0
1119,1
1132,0
1137,0
1174,0
1217,0
1223,0
1256,0
1270,0
1277,0
1291,0
1348,0
1408,0
1421,0
1454,0
1473,0
1496,1
1544,1
1582,0
1612,0
1639,0
1667,0
1672,0
1695,0
1737,0
1755,0
1787,0
1789,1
1797,0
1818,0
1823,1
1846,0
1854,0
1882,0
1897,0
1923,0
1924,1
1946,0
1995,1
