task,truth
9,0
19,0
81,0
130,0
131,0
170,0
171,0
209,0
220,0
222,0
234,0
244,0
263,0
272,0
306,1
327,0
372,0
400,0
401,0
428,0
429,0
436,0
459,1
463,0
479,0
508,0
515,0
556,0
560,0
644,0
658,0
680,0
709,0
757,0
762,1
792,0
803,0
809,0
811,0
814,1
819,0
826,0
845,0
875,0
876,0
889,0
901,0
908,0
910,0
922,0
947,0
990,0
1006,0
1022,0
1030,1
1079,1
1106,1
1110,0
1112,0
1121,0
1150,0
1170,1
1177,0
1185,0
1235,0
1250,0
1273,0
1292,0
1324,0
1347,0
1383,0
1409,0
1457,0
1484,0
1517,1
1536,0
1552,0
1553,0
1571,0
1581,0
1589,0
1592,0
1596,1
1615,0
1634,1
1647,0
1660,0
1715,1
1729,1
1738,0
1750,0
1753,0
1774,0
1778,0
1805,0
1828,0
1844,0
1864,0
1874,0
1930,0
