task,truth
16,0
21,0
23,1
39,0
43,0
48,0
57,1
64,0
73,0
74,1
95,0
148,0
153,0
160,0
208,0
221,0
225,0
230,0
248,1
266,0
305,0
335,0
357,0
360,0
382,0
383,0
395,0
398,0
412,0
430,0
432,0
436,0
494,0
497,0
562,0
593,0
643,0
648,0
702,0
708,0
738,0
775,1
837,0
843,0
856,1
907,0
942,0
946,0
956,0
995,0
1011,0
1022,0
1025,0
1047,0
1051,0
1057,0
1060,0
1063,1
1066,0
1083,0
1100,0
1176,0
1189,0
1195,0
1212,0
1227,0
1231,0
1244,0
1285,0
1291,0
1316,0
1373,0
1405,0
1447,0
1466,0
1487,0
1501,0
1503,0
1528,0
1542,0
1593,0
1597,0
1608,0
1617,0
1620,0
1627,0
1676,0
1701,0
1728,0
1750,0
1762,0
1790,0
1813,0
1853,0
1858,0
1874,0
1892,0
1902,0
1916,0
1925,0
