task,truth
0,0
26,0
89,0
94,0
103,0
110,0
128,0
175,0
195,0
218,0
251,0
260,0
279,0
320,0
326,0
342,0
349,1
356,0
399,0
409,0
429,0
483,0
539,0
546,0
548,0
550,0
558,0
568,1
685,1
690,0
699,0
701,0
724,0
733,0
748,1
760,0
769,0
787,0
792,0
827,0
828,0
899,0
901,0
904,0
906,0
920,0
935,0
941,0
964,0
965,0
966,1
968,0
974,1
993,0
1008,0
1027,0
1054,0
1121,0
1150,0
1185,0
1235,0
1280,0
1290,0
1384,0
1424,0
1451,0
1463,1
1473,0
1480,0
1493,0
1496,1
1533,1
1562,0
1572,0
1636,0
1660,0
1681,0
1689,0
1703,0
1727,0
1738,0
1739,0
1744,0
1745,0
1749,0
1801,0
1803,1
1806,0
1815,0
1824,0
1831,0
1838,0
1908,0
1919,0
1943,0
1956,0
1965,0
1968,0
1977,1
1993,0
