task,truth
7,0
15,0
18,0
24,0
38,0
41,0
77,0
91,0
126,0
172,0
191,0
222,0
245,0
246,0
300,0
386,0
387,1
402,0
463,0
529,0
531,0
549,0
552,0
566,0
574,0
575,0
592,0
595,0
602,0
605,0
613,0
617,0
623,0
659,0
662,0
730,0
745,0
755,0
783,0
793,0
818,0
824,0
831,0
832,0
844,0
862,0
879,0
885,0
890,0
929,0
943,0
978,0
1006,0
1018,1
1019,0
1021,1
1039,0
1101,0
1103,1
1125,0
1151,0
1200,0
1258,0
1279,0
1298,0
1306,1
1310,0
1327,0
1328,0
1341,1
1343,0
1353,1
1364,0
1379,0
1412,1
1497,0
1566,0
1605,0
1628,0
1659,0
1671,0
1684,0
1699,0
1724,0
1725,0
1740,0
1765,0
1771,0
1792,0
1818,0
1835,0
1849,0
1852,0
1877,1
1879,1
1897,0
1904,0
1953,1
1963,0
1974,0
