task,truth
4,0
47,0
63,0
75,0
113,0
155,0
161,0
178,0
179,1
206,0
215,0
216,0
249,0
298,0
311,0
328,0
336,0
339,0
362,0
390,0
397,0
401,0
422,0
450,0
484,0
520,0
530,0
551,0
578,0
604,0
606,0
608,0
625,0
637,0
661,0
711,0
759,0
779,0
815,1
851,0
866,0
873,0
909,1
921,0
922,0
933,0
938,0
957,0
971,0
988,1
996,0
1028,0
1035,0
1096,0
1124,0
1143,1
1214,0
1223,0
1229,0
1255,0
1270,0
1301,0
1304,0
1330,1
1346,0
1349,0
1362,0
1363,0
1368,1
1386,0
1427,0
1439,0
1485,0
1514,0
1515,0
1546,1
1548,0
1557,0
1612,0
1633,0
1646,0
1677,0
1679,0
1720,0
1756,0
1774,0
1778,0
1783,0
1809,0
1832,0
1836,0
1842,0
1888,0
1894,0
1899,0
1906,0
1926,1
1932,0
1962,0
1989,0
