task,truth
13,1
34,0
67,0
85,0
92,0
100,1
109,0
127,0
151,0
233,1
253,0
263,0
270,0
278,0
283,0
321,1
359,0
378,0
379,0
400,0
427,0
477,0
490,0
508,0
554,0
559,1
564,0
579,0
581,0
589,1
667,0
695,0
732,0
735,0
751,0
796,0
798,0
825,0
840,0
841,0
861,0
877,0
878,0
925,0
953,0
970,0
984,0
1023,0
1070,0
1078,0
1110,0
1147,0
1154,0
1193,0
1201,0
1204,0
1228,0
1241,0
1247,0
1266,1
1318,0
1357,0
1365,0
1387,0
1395,0
1421,0
1438,0
1454,0
1456,0
1499,0
1529,1
1540,0
1560,0
1574,0
1576,0
1599,0
1616,0
1626,0
1634,1
1651,0
1658,0
1664,0
1672,0
1694,0
1722,0
1726,1
1732,0
1737,0
1755,0
1826,1
1839,0
1859,0
1870,0
1871,1
1940,0
1944,0
1946,0
1948,0
1961,0
1995,1
