task,truth
21,0
33,0
65,0
85,0
96,0
117,1
146,0
206,0
255,1
269,0
293,0
310,1
320,0
327,0
333,0
353,0
369,0
374,0
382,0
386,0
396,0
402,0
460,0
497,0
506,0
521,0
527,0
566,0
573,0
578,0
579,0
600,0
608,0
621,0
623,0
645,0
663,0
695,0
734,0
745,0
815,1
819,0
826,0
833,0
835,0
847,0
870,0
886,0
922,0
935,0
942,0
948,0
950,0
958,0
972,0
974,1
1001,0
1006,0
1037,0
1067,0
1077,0
1125,0
1153,0
1164,0
1168,0
1207,0
1215,0
1221,1
1237,0
1259,0
1271,1
1397,0
1401,0
1411,0
1414,0
1451,0
1455,1
1458,0
1463,1
1476,0
1494,0
1550,0
1551,0
1568,0
1572,0
1646,0
1677,0
1777,1
1820,1
1829,0
1838,0
1839,0
1853,0
1854,0
1904,0
1923,0
1932,0
1936,0
1950,0
1963,0
