task,truth
1,1
2,0
13,1
18,0
46,0
79,0
82,0
124,0
133,0
147,0
159,1
166,0
176,0
186,0
192,0
223,0
314,0
316,1
335,0
343,0
403,0
431,0
446,0
449,0
480,0
500,0
505,0
509,0
522,0
523,0
532,0
536,0
554,0
558,0
564,0
565,0
588,0
610,0
675,0
686,0
697,0
711,0
776,0
780,0
800,0
821,1
832,0
854,0
884,0
915,0
963,0
985,1
1003,0
1008,0
1052,0
1053,0
1054,0
1118,0
1143,1
1169,0
1175,1
1181,0
1190,0
1201,0
1211,0
1213,0
1249,0
1257,1
1260,0
1270,0
1382,0
1390,0
1426,1
1511,1
1515,0
1527,0
1545,0
1547,0
1574,0
1576,0
1597,0
1604,0
1642,0
1669,0
1690,0
1708,0
1719,1
1791,1
1813,0
1817,0
1832,0
1882,0
1900,0
1909,0
1925,0
1958,0
1969,0
1976,1
1978,0
1986,0
