task,truth
11,0
49,0
62,0
74,1
89,0
90,0
125,0
148,0
171,0
174,0
181,0
187,0
193,0
209,0
215,0
233,1
291,0
321,1
325,0
330,0
332,0
359,0
372,0
385,0
395,0
450,0
490,0
492,0
515,0
524,0
528,0
574,0
592,0
616,0
648,0
665,0
677,0
688,1
690,0
693,0
696,0
705,0
717,0
731,1
735,0
751,0
757,0
797,0
808,1
809,0
813,0
836,0
845,0
848,0
855,0
866,0
890,0
941,0
987,0
1010,0
1025,0
1049,0
1055,0
1061,1
1136,0
1139,0
1142,0
1195,0
1197,0
1222,0
1236,0
1238,0
1244,0
1268,0
1331,0
1332,0
1342,0
1346,0
1363,0
1507,0
1518,0
1564,0
1620,0
1662,1
1680,0
1691,1
1729,1
1737,0
1769,0
1792,0
1806,0
1818,0
1824,0
1837,1
1840,0
1869,0
1884,0
1908,0
1947,0
1951,0
