worker,task,answer
0.0,2,0
0.0,4,1
0.0,5,0
0.0,6,1
0.0,8,0
0.0,11,0
0.0,12,1
0.0,13,1
0.0,14,1
0.0,15,0
0.0,16,1
0.0,18,0
0.0,20,0
0.0,21,0
0.0,23,0
0.0,24,1
0.0,25,0
0.0,26,0
0.0,27,0
0.0,28,0
0.0,29,1
0.0,32,0
0.0,33,1
0.0,35,0
0.0,38,1
0.0,42,1
0.0,44,0
0.0,45,1
0.0,46,0
0.0,48,0
0.0,49,1
3.0,0,0
3.0,1,0
3.0,2,1
3.0,3,0
3.0,4,1
3.0,5,0
3.0,7,1
3.0,8,0
3.0,9,1
3.0,10,0
3.0,13,0
3.0,14,0
3.0,15,0
3.0,16,0
3.0,17,0
3.0,18,0
3.0,20,1
3.0,24,1
3.0,26,0
3.0,27,1
3.0,28,1
3.0,29,1
3.0,30,1
3.0,32,0
3.0,33,0
3.0,34,1
3.0,35,0
3.0,36,0
3.0,37,1
3.0,39,0
3.0,40,0
3.0,41,1
3.0,42,0
3.0,43,0
3.0,44,1
3.0,45,1
3.0,46,0
3.0,48,0
3.0,49,1
4.0,0,1
4.0,1,1
4.0,2,1
4.0,3,0
4.0,4,0
4.0,6,1
4.0,7,0
4.0,8,0
4.0,10,0
4.0,11,0
4.0,12,0
4.0,15,0
4.0,16,0
4.0,17,0
4.0,18,0
4.0,19,0
4.0,20,0
4.0,21,1
4.0,22,1
4.0,23,1
4.0,24,0
4.0,25,1
4.0,26,0
4.0,27,1
4.0,28,1
4.0,29,1
4.0,31,0
4.0,32,0
4.0,34,0
4.0,37,0
4.0,39,0
4.0,41,0
4.0,42,1
4.0,43,0
4.0,44,0
4.0,45,1
4.0,46,0
4.0,47,0
4.0,49,0
7.0,0,0
7.0,1,0
7.0,3,1
7.0,4,1
7.0,5,0
7.0,6,0
7.0,7,0
7.0,8,0
7.0,10,1
7.0,11,1
7.0,12,0
7.0,13,0
7.0,15,0
7.0,16,0
7.0,17,1
7.0,20,1
7.0,21,1
7.0,22,0
7.0,23,1
7.0,24,0
7.0,25,1
7.0,26,1
7.0,27,1
7.0,28,0
7.0,29,0
7.0,32,0
7.0,33,1
7.0,36,1
7.0,37,0
7.0,39,1
7.0,45,0
7.0,47,0
7.0,48,0
10.0,0,1
10.0,2,1
10.0,3,0
10.0,4,1
10.0,5,0
10.0,7,0
10.0,9,0
10.0,11,0
10.0,12,0
10.0,13,0
10.0,15,0
10.0,16,1
10.0,18,0
10.0,19,0
10.0,21,0
10.0,22,0
10.0,23,1
10.0,25,0
10.0,26,0
10.0,29,1
10.0,32,1
10.0,33,0
10.0,34,1
10.0,35,1
10.0,36,1
10.0,37,0
10.0,38,0
10.0,40,1
10.0,41,1
10.0,42,0
10.0,43,1
10.0,44,0
10.0,45,1
10.0,46,0
10.0,47,1
11.0,0,0
11.0,1,1
11.0,3,0
11.0,4,1
11.0,5,0
11.0,6,0
11.0,7,1
11.0,8,1
11.0,10,0
11.0,12,0
11.0,13,0
11.0,14,0
11.0,15,0
11.0,16,0
11.0,18,1
11.0,19,0
11.0,20,0
11.0,21,0
11.0,22,1
11.0,24,1
11.0,25,0
11.0,26,1
11.0,27,1
11.0,28,0
11.0,30,1
11.0,31,1
11.0,32,1
11.0,33,0
11.0,34,0
11.0,35,1
11.0,36,1
11.0,37,0
11.0,38,1
11.0,40,1
11.0,41,0
11.0,43,1
11.0,44,0
11.0,46,0
11.0,47,0
11.0,48,0
11.0,49,1
12.0,1,1
12.0,3,1
12.0,5,1
12.0,7,0
12.0,8,0
12.0,11,0
12.0,12,1
12.0,16,1
12.0,17,1
12.0,18,0
12.0,19,0
12.0,21,1
12.0,22,0
12.0,24,1
12.0,26,1
12.0,27,1
12.0,28,0
12.0,29,1
12.0,30,0
12.0,31,1
12.0,35,0
12.0,37,1
12.0,38,1
12.0,39,0
12.0,40,0
12.0,41,0
12.0,43,0
12.0,46,0
18.0,0,0
18.0,2,0
18.0,6,1
18.0,8,0
18.0,9,0
18.0,11,0
18.0,13,1
18.0,15,1
18.0,16,1
18.0,17,1
18.0,18,1
18.0,19,1
18.0,20,0
18.0,21,0
18.0,22,1
18.0,23,1
18.0,24,1
18.0,25,1
18.0,27,0
18.0,30,0
18.0,31,0
18.0,32,0
18.0,33,0
18.0,35,1
18.0,36,1
18.0,37,0
18.0,39,1
18.0,40,1
18.0,41,1
18.0,43,1
18.0,44,0
18.0,45,1
18.0,47,0
25.0,1,0
25.0,3,0
25.0,4,0
25.0,5,0
25.0,7,0
25.0,9,0
25.0,11,0
25.0,12,0
25.0,13,1
25.0,14,0
25.0,15,1
25.0,16,1
25.0,19,0
25.0,20,0
25.0,21,1
25.0,22,0
25.0,23,1
25.0,27,0
25.0,28,1
25.0,29,0
25.0,30,0
25.0,31,1
25.0,33,1
25.0,36,1
25.0,37,1
25.0,38,1
25.0,40,0
25.0,41,1
25.0,43,0
25.0,44,0
25.0,45,0
25.0,46,0
25.0,47,1
25.0,48,1
25.0,49,0
31.0,0,1
31.0,1,1
31.0,2,0
31.0,3,1
31.0,4,0
31.0,5,1
31.0,6,1
31.0,9,0
31.0,10,0
31.0,12,1
31.0,13,1
31.0,15,1
31.0,16,1
31.0,17,1
31.0,18,0
31.0,19,0
31.0,22,1
31.0,23,1
31.0,24,1
31.0,26,0
31.0,28,0
31.0,30,1
31.0,31,0
31.0,32,1
31.0,33,0
31.0,34,1
31.0,35,0
31.0,36,0
31.0,37,1
31.0,40,0
31.0,41,0
31.0,42,0
31.0,43,1
31.0,44,0
31.0,45,1
31.0,47,1
31.0,48,1
31.0,49,0
32.0,0,1
32.0,2,1
32.0,3,1
32.0,5,1
32.0,6,1
32.0,7,1
32.0,8,0
32.0,9,0
32.0,10,0
32.0,11,0
32.0,12,0
32.0,14,1
32.0,16,1
32.0,18,0
32.0,20,0
32.0,21,0
32.0,22,1
32.0,23,1
32.0,24,1
32.0,27,0
32.0,29,1
32.0,30,0
32.0,35,1
32.0,38,1
32.0,39,1
32.0,40,0
32.0,41,0
32.0,44,0
32.0,45,1
32.0,46,1
32.0,47,0
32.0,48,0
32.0,49,1
41.0,0,0
41.0,1,1
41.0,2,0
41.0,3,1
41.0,7,0
41.0,9,0
41.0,10,1
41.0,13,0
41.0,14,0
41.0,15,1
41.0,16,1
41.0,17,1
41.0,22,1
41.0,23,1
41.0,25,0
41.0,28,1
41.0,29,0
41.0,30,0
41.0,31,1
41.0,32,1
41.0,33,0
41.0,35,0
41.0,36,0
41.0,37,1
41.0,38,1
41.0,41,0
41.0,42,0
41.0,44,0
41.0,45,1
41.0,46,0
41.0,47,0
41.0,49,0
46.0,1,1
46.0,3,0
46.0,4,0
46.0,5,1
46.0,6,1
46.0,7,0
46.0,8,1
46.0,9,1
46.0,10,1
46.0,11,0
46.0,12,0
46.0,13,1
46.0,15,1
46.0,17,1
46.0,18,0
46.0,21,1
46.0,22,0
46.0,23,1
46.0,24,0
46.0,25,0
46.0,27,0
46.0,30,0
46.0,31,0
46.0,32,0
46.0,34,1
46.0,35,0
46.0,38,1
46.0,44,0
46.0,47,0
46.0,49,1
47.0,0,0
47.0,1,0
47.0,2,0
47.0,3,1
47.0,4,0
47.0,5,0
47.0,7,0
47.0,8,0
47.0,11,1
47.0,12,0
47.0,14,1
47.0,20,0
47.0,21,0
47.0,22,1
47.0,23,1
47.0,25,0
47.0,26,1
47.0,27,0
47.0,31,0
47.0,32,1
47.0,33,0
47.0,34,1
47.0,35,1
47.0,36,1
47.0,40,1
47.0,42,0
47.0,43,1
47.0,44,0
47.0,45,0
47.0,46,1
47.0,47,0
48.0,0,1
48.0,2,0
48.0,6,0
