task,truth
29,0
67,0
101,1
102,0
115,0
155,0
162,0
196,0
237,0
242,0
278,0
281,0
290,0
297,0
308,0
366,0
367,0
374,0
397,0
406,0
455,0
459,1
460,0
496,0
584,0
591,0
625,0
671,0
674,0
688,1
694,0
712,0
714,0
747,0
769,0
794,0
797,0
836,0
841,0
869,0
884,0
890,0
898,0
949,0
978,0
979,0
980,0
982,0
1016,1
1045,0
1047,0
1076,0
1092,0
1118,0
1129,0
1131,1
1134,0
1171,0
1181,0
1189,0
1203,1
1227,0
1249,0
1260,0
1261,1
1307,0
1325,0
1328,0
1359,0
1374,0
1394,1
1420,0
1430,0
1435,0
1436,0
1454,0
1461,0
1539,0
1550,0
1562,0
1567,0
1577,0
1583,0
1618,0
1643,0
1657,0
1662,1
1689,0
1751,1
1761,0
1787,0
1809,0
1826,1
1840,0
1892,0
1952,0
1957,0
1968,0
1969,0
1979,0
