worker,task,answer
1.0,0,0
1.0,5,1
1.0,7,0
1.0,9,0
1.0,15,1
1.0,21,1
1.0,26,0
1.0,29,1
1.0,43,1
1.0,45,1
5.0,19,1
5.0,27,1
5.0,30,0
5.0,34,0
5.0,35,1
5.0,46,1
7.0,1,0
7.0,4,1
7.0,8,1
7.0,19,0
7.0,35,0
7.0,37,0
7.0,42,0
7.0,43,1
7.0,45,1
7.0,49,1
19.0,5,1
19.0,7,1
19.0,11,0
19.0,13,0
19.0,18,1
19.0,21,1
19.0,31,1
19.0,38,0
19.0,39,0
19.0,46,0
25.0,2,0
25.0,7,1
25.0,14,0
25.0,17,1
25.0,43,1
25.0,45,1
25.0,48,1
30.0,6,0
30.0,8,0
30.0,9,0
30.0,10,1
30.0,13,1
30.0,15,0
30.0,21,1
30.0,22,0
30.0,27,0
30.0,33,0
30.0,39,0
30.0,43,0
30.0,46,0
34.0,5,0
34.0,6,1
34.0,11,0
34.0,13,0
34.0,19,1
34.0,21,0
34.0,23,0
34.0,28,0
34.0,31,0
34.0,37,1
34.0,44,0
36.0,4,0
36.0,14,1
36.0,16,0
36.0,21,1
36.0,31,1
36.0,34,0
39.0,7,0
39.0,16,0
39.0,18,0
39.0,31,0
39.0,35,0
39.0,39,0
39.0,45,1
41.0,4,0
41.0,9,1
41.0,14,1
41.0,19,1
41.0,20,0
41.0,30,0
41.0,42,1
43.0,0,0
43.0,3,1
43.0,7,0
43.0,8,1
43.0,9,1
43.0,25,1
43.0,29,0
43.0,33,1
43.0,38,0
43.0,44,1
43.0,46,0
43.0,47,0
43.0,48,0
50.0,5,0
50.0,12,1
50.0,15,0
50.0,16,1
50.0,18,1
50.0,21,1
50.0,25,0
50.0,29,1
50.0,40,0
50.0,49,0
55.0,0,0
55.0,7,0
55.0,11,0
55.0,12,1
55.0,13,1
55.0,20,0
55.0,21,0
55.0,40,1
55.0,41,0
55.0,42,0
55.0,46,1
55.0,49,0
58.0,3,0
58.0,7,1
58.0,9,0
58.0,10,1
58.0,15,0
58.0,23,0
58.0,28,1
58.0,29,1
58.0,34,1
58.0,36,1
58.0,38,1
58.0,42,0
58.0,48,0
74.0,9,1
74.0,12,1
74.0,13,0
74.0,15,0
74.0,31,0
74.0,36,0
74.0,40,0
74.0,41,1
74.0,48,0
74.0,49,0
77.0,1,1
77.0,2,0
77.0,6,1
77.0,7,0
77.0,9,0
77.0,12,1
77.0,15,1
77.0,25,1
77.0,28,1
77.0,31,0
77.0,39,1
77.0,42,1
77.0,43,0
90.0,1,0
90.0,8,1
90.0,9,1
90.0,12,1
90.0,17,0
90.0,27,0
90.0,33,0
90.0,37,1
90.0,46,0
97.0,3,0
97.0,16,1
97.0,27,0
97.0,28,0
97.0,31,0
97.0,35,0
97.0,36,1
97.0,40,0
97.0,41,0
97.0,48,1
105.0,2,0
105.0,9,1
105.0,13,1
105.0,19,1
105.0,21,0
105.0,27,1
105.0,40,0
105.0,44,1
109.0,3,0
109.0,4,0
109.0,6,1
109.0,12,1
109.0,15,0
109.0,16,1
109.0,20,1
109.0,22,0
109.0,25,0
109.0,27,0
109.0,32,1
109.0,38,1
109.0,41,1
109.0,43,0
109.0,45,0
109.0,46,1
109.0,47,0
109.0,48,0
109.0,49,0
112.0,9,0
112.0,23,0
112.0,29,1
112.0,30,0
112.0,47,1
112.0,49,1
113.0,5,0
113.0,15,1
113.0,21,0
113.0,23,0
113.0,24,0
113.0,25,0
113.0,35,1
113.0,47,1
113.0,49,0
115.0,0,1
115.0,6,0
115.0,8,1
115.0,10,1
115.0,11,0
115.0,12,1
115.0,22,0
115.0,27,1
115.0,31,0
115.0,38,0
115.0,44,1
115.0,49,0
118.0,1,0
118.0,3,0
118.0,4,0
118.0,21,1
118.0,25,0
118.0,26,0
118.0,32,1
118.0,33,1
118.0,48,0
121.0,0,0
121.0,16,0
121.0,17,1
121.0,27,0
121.0,31,1
121.0,42,1
121.0,47,1
136.0,0,0
136.0,3,1
136.0,11,1
136.0,17,0
136.0,21,0
136.0,23,1
136.0,25,0
136.0,38,0
136.0,40,0
140.0,1,1
140.0,6,1
140.0,9,0
140.0,10,0
140.0,15,1
140.0,19,0
140.0,21,0
140.0,24,0
140.0,29,1
140.0,42,0
140.0,43,0
140.0,46,1
141.0,2,1
141.0,5,0
141.0,8,1
141.0,13,1
141.0,18,0
141.0,22,1
141.0,23,1
141.0,29,0
141.0,30,1
141.0,47,0
146.0,0,1
146.0,6,1
146.0,7,0
146.0,33,1
146.0,38,1
146.0,42,0
147.0,6,0
147.0,8,1
147.0,13,1
147.0,23,0
147.0,25,1
147.0,30,0
147.0,33,0
147.0,38,1
147.0,39,1
147.0,41,0
147.0,45,0
153.0,1,0
153.0,5,0
153.0,18,1
153.0,29,0
153.0,35,1
153.0,37,0
153.0,40,1
153.0,42,1
153.0,43,0
153.0,44,1
155.0,0,1
155.0,8,1
155.0,14,1
155.0,15,0
155.0,23,1
155.0,48,0
158.0,1,0
158.0,5,0
158.0,10,1
158.0,15,0
158.0,16,0
158.0,17,0
158.0,32,0
158.0,33,1
158.0,38,0
158.0,39,0
158.0,41,1
158.0,44,1
158.0,49,0
163.0,7,1
163.0,9,1
163.0,28,0
163.0,38,0
163.0,40,1
163.0,41,0
163.0,49,1
167.0,0,0
167.0,4,0
167.0,6,1
167.0,14,1
167.0,17,1
167.0,20,1
167.0,22,0
167.0,23,0
167.0,26,0
167.0,27,0
167.0,29,0
167.0,34,1
167.0,39,1
167.0,49,1
173.0,1,1
173.0,4,0
173.0,10,0
173.0,12,0
173.0,22,0
173.0,23,0
173.0,24,1
173.0,32,1
173.0,33,1
173.0,34,1
173.0,35,0
173.0,49,1
178.0,2,1
178.0,14,1
178.0,22,1
178.0,24,1
178.0,27,0
178.0,31,1
178.0,41,0
178.0,44,1
178.0,48,0
179.0,5,1
179.0,23,1
179.0,31,0
179.0,32,1
179.0,35,1
179.0,42,0
179.0,44,0
179.0,45,1
179.0,48,1
186.0,1,1
186.0,3,0
186.0,4,0
186.0,6,1
186.0,7,1
186.0,9,0
186.0,18,0
186.0,20,0
186.0,27,1
186.0,28,0
186.0,32,0
186.0,35,0
186.0,36,0
186.0,37,1
186.0,38,0
186.0,40,0
186.0,42,1
186.0,44,0
186.0,45,0
186.0,49,0
187.0,4,0
187.0,5,1
187.0,11,1
187.0,15,0
187.0,20,0
187.0,21,1
187.0,41,1
192.0,2,1
192.0,4,1
192.0,8,0
192.0,14,0
192.0,16,1
192.0,17,0
192.0,24,1
192.0,36,0
192.0,42,1
193.0,3,0
193.0,16,1
193.0,33,1
193.0,34,1
193.0,35,0
193.0,37,0
193.0,45,1
193.0,47,1
193.0,49,0
