task,truth
4,0
15,0
66,0
67,0
69,0
82,0
87,0
91,0
129,0
130,0
131,0
132,0
145,0
146,0
154,0
162,0
182,0
233,1
258,0
277,0
296,0
298,0
324,0
339,0
376,0
396,0
399,0
458,0
467,0
482,1
501,0
550,0
554,0
570,0
571,0
577,0
597,0
690,0
701,0
724,0
731,1
737,0
739,0
796,0
850,0
852,0
867,1
873,0
902,0
911,0
912,1
965,0
971,0
982,0
983,0
999,0
1007,0
1049,0
1053,0
1079,1
1092,0
1113,0
1148,0
1206,0
1256,0
1299,0
1324,0
1343,0
1345,0
1374,0
1388,0
1412,1
1465,0
1501,0
1508,0
1517,1
1546,1
1553,0
1600,0
1623,0
1641,0
1650,0
1658,0
1667,0
1672,0
1698,0
1741,0
1764,0
1787,0
1804,0
1808,0
1813,0
1823,1
1854,0
1876,0
1877,1
1886,1
1898,1
1960,1
1983,0
